sample_id,xi,E_true,alpha_true,u_true_disp_y_tip,u_hat_disp_y_tip,status
50,1.5276861937591741e+00,2.3850782734887732e+11,1.1527686193759175e+00,-1.6430428664003896e-06,-1.6637705071484805e-06,"ok"
51,-1.0064636149455477e+00,1.8607626780677661e+11,8.9935363850544525e-01,-2.1060105564655416e-06,-2.0556733080898336e-06,"ok"
52,1.4682377230978789e+00,2.3727783849089511e+11,1.1468237723097878e+00,-1.6515599889139228e-06,-1.6248844887652644e-06,"ok"
53,1.1010555391377184e+00,2.2968083910475940e+11,1.1101055539137719e+00,-1.7061875332554866e-06,-1.6720422488866180e-06,"ok"
54,1.0817446874371317e+00,2.2928129758307425e+11,1.1081744687437132e+00,-1.7091607053794946e-06,-1.7175590844368878e-06,"ok"
55,8.9667758507794376e-02,2.0875522592352628e+11,1.0089667758507794e+00,-1.8772156844148246e-06,-1.7952605351168896e-06,"ok"
56,1.3498850524795021e+00,2.3482912173580090e+11,1.1349885052479503e+00,-1.6687818845069288e-06,-1.6485363252733091e-06,"ok"
57,-1.1204885808940921e+00,1.8371709126130124e+11,8.8795114191059077e-01,-2.1330545874467181e-06,-2.1449320470898078e-06,"ok"
58,2.0675431511997422e+00,2.4967746779832266e+11,1.2067543151199742e+00,-1.5695392450274012e-06,-1.6152221245667961e-06,"ok"
59,-2.3123419914733387e-01,2.0211576441964166e+11,9.7687658008526657e-01,nan,nan,"failed: RuntimeError: Error: THE MATRIX IS STRUCTURALLY SINGULAR ... ZERO COLUMN AT 132



in applications/LinearSolversApplication/custom_solvers/eigen_sparse_lu_solver.h:53: EigenSparseLUSolver<double>::Compute
   kratos/solving_strategies/builder_and_solvers/residualbased_block_builder_and_solver.h:489: ResidualBasedBlockBuilderAndSolver<class UblasSpace<double,class boost::numeric::ublas::compressed_matrix<...>,class boost::numeric::Vector >,...>::InternalSystemSolveWithPhysics
   kratos/solving_strategies/builder_and_solvers/residualbased_block_builder_and_solver.h:539: ResidualBasedBlockBuilderAndSolver<class UblasSpace<double,class boost::numeric::ublas::compressed_matrix<...>,class boost::numeric::Vector >,...>::BuildAndSolve
"
60,-2.8588450781697050e-01,2.0098504953326688e+11,9.7141154921830297e-01,-1.9497897242520177e-06,-1.9251522858088032e-06,"ok"
61,-7.5125832937467318e-01,1.9135646516523801e+11,9.2487416706253267e-01,-2.0478983240546368e-06,-2.0481691388739417e-06,"ok"
62,-1.1291437834327893e+00,1.8353801512077557e+11,8.8708562165672100e-01,-2.1351357867198799e-06,-2.0941866702605456e-06,"ok"
63,1.7338385879902379e-01,2.1048731203855179e+11,1.0173383858799023e+00,-1.8617682011942118e-06,-1.8436316638337477e-06,"ok"
64,-3.9241416069662438e-01,1.9878095101518683e+11,9.6075858393033753e-01,-1.9714091431124395e-06,-1.9079707847850878e-06,"ok"
65,3.0608005854689944e-02,2.0753327964113354e+11,1.0030608005854691e+00,-1.8882686429125092e-06,-1.8733161759162551e-06,"ok"
66,9.8960081602051997e-01,2.2737484088346457e+11,1.0989600816020519e+00,-1.7234914064627958e-06,-1.7529077722533634e-06,"ok"
67,-7.8447359483198878e-02,2.0527692413229260e+11,9.9215526405168009e-01,-1.9090240462406430e-06,-1.8436119097549394e-06,"ok"
68,1.1904977978608482e-01,2.0936313994377411e+11,1.0119049779786085e+00,-1.8717649363338751e-06,-1.8718971007085196e-06,"ok"
69,3.4979570679511118e-01,2.1413727317359085e+11,1.0349795706795111e+00,-1.8300344377262636e-06,-1.7979989586485681e-06,"ok"
70,1.1754921274270815e+00,2.3122093211646631e+11,1.1175492127427080e+00,-1.6948231318077984e-06,-1.7147367027753852e-06,"ok"
71,-1.5489298881892115e+00,1.7485264061336520e+11,8.4510701118107878e-01,-2.2411934011001264e-06,-2.2860746391972706e-06,"ok"
72,1.6222447178207438e+00,2.4046424321171118e+11,1.1622244717820744e+00,-1.6296750779851302e-06,-1.6149024276312494e-06,"ok"
73,1.2784572771012805e+00,2.3335128106322549e+11,1.1278457277101281e+00,-1.6793504733372536e-06,-1.7021718139947310e-06,"ok"
74,-3.9581072010512933e-02,2.0608106762010248e+11,9.9604189279894861e-01,-1.9015748939671228e-06,-1.8982940501503561e-06,"ok"
75,3.4315964064699567e-01,2.1399997296498633e+11,1.0343159640646995e+00,-1.8312085692249679e-06,-1.8589655782572778e-06,"ok"
76,-1.0003519819210587e+00,1.8620271749405328e+11,8.9996480180789407e-01,-2.1045803712348655e-06,-1.9965051978661792e-06,"ok"
77,-1.6094757624122180e-01,2.0356999464756912e+11,9.8390524237587784e-01,-1.9250311667257865e-06,-1.8928742777212518e-06,"ok"
78,-3.4681743770124701e-01,1.9972434721396121e+11,9.6531825622987533e-01,-1.9620972093483471e-06,-1.9472457820672383e-06,"ok"
79,1.6943220674500643e+00,2.4195552357554184e+11,1.1694322067450065e+00,-1.6196306598709570e-06,-1.6597608743973007e-06,"ok"
80,-5.0148969088744277e-01,1.9652417829553882e+11,9.4985103091125578e-01,-1.9940476927937034e-06,-2.0261364987409018e-06,"ok"
81,-8.1183522502085004e-01,1.9010312919431860e+11,9.1881647749791495e-01,-2.0613999673125643e-06,-2.0610726071070157e-06,"ok"
82,2.0092305032549329e-01,2.1105709791123447e+11,1.0200923050325494e+00,-1.8567420294651581e-06,-1.9252012781515100e-06,"ok"
83,1.5331077355727829e+00,2.3861999904900089e+11,1.1533107735572783e+00,-1.6422704964792538e-06,-1.6654360813271132e-06,"ok"
84,1.8149425484541490e+00,2.4445116132751636e+11,1.1814942548454150e+00,-1.6030956129644251e-06,-1.6401098013944722e-06,"ok"
85,9.4119597641379749e-01,2.2637334475200146e+11,1.0941195976413798e+00,-1.7311162881739112e-06,-1.8001550719584482e-06,"ok"
86,8.6650400427556354e-02,2.0869279678484613e+11,1.0086650400427555e+00,-1.8777772416911556e-06,-1.8871949959865578e-06,"ok"
87,-4.5639136678954123e-01,1.9745726262112439e+11,9.5436086332104586e-01,-1.9846248201023646e-06,-2.0589073725992631e-06,"ok"
88,1.0203514423537829e+00,2.2801107134229977e+11,1.1020351442353784e+00,-1.7186822639813409e-06,-1.7783649291284900e-06,"ok"
89,-8.9022588127405788e-01,1.8848122651643976e+11,9.1097741187259429e-01,-2.0791385516264629e-06,-2.1477413329714055e-06,"ok"
90,-3.5101844628565232e-01,1.9963742834634985e+11,9.6489815537143475e-01,-1.9629514743503316e-06,-1.8623762655870209e-06,"ok"
91,1.8166442267091004e-01,2.1065863690506113e+11,1.0181664422670911e+00,-1.8602540587264030e-06,-1.8546743575381764e-06,"ok"
92,-4.6457594993894175e-01,1.9728792359576331e+11,9.5354240500610588e-01,-1.9863282919951648e-06,-2.0647498591184309e-06,"ok"
93,-6.9429770507830924e-01,1.9253498048192978e+11,9.3057022949216905e-01,-2.0353630458533765e-06,-2.0592570023437179e-06,"ok"
94,-2.1486256347744845e+00,1.6244493561651593e+11,7.8513743652255163e-01,-2.4123779717685225e-06,-2.4309742837061918e-06,"ok"
95,8.0455500833971438e-01,2.2354624312254871e+11,1.0804555008339716e+00,-1.7530090366717024e-06,-1.7765219616591276e-06,"ok"
96,-1.3773960542190915e+00,1.7840167563820700e+11,8.6226039457809089e-01,-2.1966082039681481e-06,-2.2238830792574037e-06,"ok"
97,1.1553976986063019e+00,2.3080517838416440e+11,1.1155397698606302e+00,-1.6978760487570554e-06,-1.7081299169172093e-06,"ok"
98,1.4311089374596797e+00,2.3650964391604077e+11,1.1431108937459680e+00,-1.6569243343311451e-06,-1.6581469207371679e-06,"ok"
99,1.4695156291716838e+00,2.3730427836756213e+11,1.1469515629171683e+00,-1.6513759760423712e-06,-1.6524618786966165e-06,"ok"
100,-6.5997549537144107e-01,1.9324510700076489e+11,9.3400245046285590e-01,-2.0278836053885478e-06,-2.0483135852439205e-06,"ok"
101,-8.9605936553023269e-01,1.8836053172717947e+11,9.1039406344697671e-01,-2.0804707903149666e-06,-2.0551085472277327e-06,"ok"
102,-3.0428017716367467e-01,2.0060444313448358e+11,9.6957198228363262e-01,-1.9534890562987825e-06,-1.9127110621909615e-06,"ok"
103,-2.7737048235455408e-01,2.0116120472008429e+11,9.7226295176454469e-01,-1.9480823096744196e-06,-1.9208880467161335e-06,"ok"
104,-1.3461476626813651e+00,1.7904820485912256e+11,8.6538523373186349e-01,-2.1886764216259038e-06,-2.1743331402233940e-06,"ok"
105,-1.2588018125234166e+00,1.8085539049889050e+11,8.7411981874765832e-01,-2.1668062158784930e-06,-2.1608906126643844e-06,"ok"
106,1.1541342371827477e+00,2.3077903736731104e+11,1.1154134237182747e+00,-1.6980683721443106e-06,-1.6714969564715000e-06,"ok"
107,5.1071431575297685e-02,2.0795666791929291e+11,1.0051071431575298e+00,-1.8844242323567543e-06,-1.8903237049753065e-06,"ok"
108,-2.1663896947876693e-01,2.0241773972148431e+11,9.7833610305212326e-01,-1.9359893300229502e-06,-1.9864677179824363e-06,"ok"
109,5.4396582361663426e-01,2.1815465289062817e+11,1.0543965823616634e+00,-1.7963338352676979e-06,-1.7443376328027953e-06,"ok"
110,1.1746076875161213e+00,2.3120263305470856e+11,1.1174607687516123e+00,-1.6949572724619805e-06,-1.6468410033217161e-06,"ok"
111,-3.1322152710700774e-01,2.0041944660415601e+11,9.6867784728929918e-01,-1.9552922181351137e-06,-1.9343910246087534e-06,"ok"
112,-6.8250956167293242e-01,1.9277887716898703e+11,9.3174904383270674e-01,-2.0327879800048284e-06,-2.0460474827806815e-06,"ok"
113,1.8572081645329555e-01,2.1074256369241867e+11,1.0185720816453294e+00,-1.8595132252445483e-06,-1.8931139757319175e-06,"ok"
114,9.9017292485319752e-01,2.2738667781521265e+11,1.0990172924853197e+00,-1.7234016877014659e-06,-1.7225554385944479e-06,"ok"
115,1.2350018417478250e+00,2.3245218810576251e+11,1.1235001841747825e+00,-1.6858459690240102e-06,-1.7347680949410138e-06,"ok"
116,-2.3486522567139143e-01,2.0204063848085892e+11,9.7651347743286088e-01,-1.9396027811728208e-06,-1.9415103702068938e-06,"ok"
117,-4.4928198675907249e-01,1.9760435569395480e+11,9.5507180132409286e-01,-1.9831475016417528e-06,-1.9991229353569955e-06,"ok"
118,-1.3925232292271637e+00,1.7808869438728998e+11,8.6074767707728361e-01,-2.2004686241076952e-06,-2.1601143055885197e-06,"ok"
119,-2.5872797776260514e-01,2.0154691814009171e+11,9.7412720222373950e-01,-1.9443541381006240e-06,-1.9700488645085522e-06,"ok"
120,-9.4641476691909171e-02,2.0494186784724438e+11,9.9053585233080899e-01,-1.9121450800942696e-06,-1.9976979056348163e-06,"ok"
121,-1.5960182304235828e+00,1.7387838281253607e+11,8.4039817695764174e-01,-2.2537510297096104e-06,-2.2694579180700014e-06,"ok"
122,2.6302459172573717e-01,2.1234197880280551e+11,1.0263024591725738e+00,-1.8455068871307857e-06,-1.8198176087599504e-06,"ok"
123,7.4146011023203728e-01,2.2224080968070087e+11,1.0741460110232037e+00,-1.7633061401763886e-06,-1.7731397862871858e-06,"ok"
124,-6.9219101046281328e-01,1.9257856799352438e+11,9.3078089895371863e-01,-2.0349023694166523e-06,-2.0136193324679297e-06,"ok"
125,1.9966246349607277e+00,2.4821016369733746e+11,1.1996624634960729e+00,-1.5788176377226859e-06,-1.5247012083464341e-06,"ok"
126,2.0525974251206680e-01,2.1114682407257468e+11,1.0205259742512067e+00,-1.8559530129336727e-06,-1.8870576767103539e-06,"ok"
127,-1.2473938268620587e-01,2.0431914217222241e+11,9.8752606173137947e-01,-1.9179729326466679e-06,-1.8865478133248244e-06,"ok"
128,2.9872407738863133e-01,2.1308060116117078e+11,1.0298724077388630e+00,-1.8391096241217143e-06,-1.7471451817668675e-06,"ok"
129,3.4983185801357575e-01,2.1413802114230087e+11,1.0349831858013576e+00,-1.8300280455457021e-06,-1.7856584155004268e-06,"ok"
130,-4.9109781430398214e-01,1.9673918622205060e+11,9.5089021856960176e-01,-1.9918684824953145e-06,-1.9859143143420954e-06,"ok"
131,1.1297338188569754e+00,2.3027419271215082e+11,1.1129733818856975e+00,-1.7017911546745610e-06,-1.7050927559759205e-06,"ok"
132,-4.9466649445957751e-02,2.0587653502296313e+11,9.9505333505540428e-01,-1.9034640556006036e-06,-1.9458659508846253e-06,"ok"
133,-2.0628576901908908e+00,1.6421947438995047e+11,7.9371423098091087e-01,-2.3863100631826950e-06,-2.4218204872197599e-06,"ok"
134,2.5379126694524345e-01,2.1215094131309708e+11,1.0253791266945242e+00,-1.8471687275192198e-06,-1.8610518443306445e-06,"ok"
135,-1.6482279683251627e-01,2.0348981633353525e+11,9.8351772031674844e-01,-1.9257896604751779e-06,-1.8956449036352066e-06,"ok"
136,-7.9753079097404075e-02,2.0524990879347470e+11,9.9202469209025956e-01,-1.9092753152021732e-06,-1.9506804996850526e-06,"ok"
137,-4.6842313888223235e-02,2.0593083252565265e+11,9.9531576861117765e-01,-1.9029621718263072e-06,-1.8915923005405424e-06,"ok"
138,1.6365717663665620e+00,2.4076066984612418e+11,1.1636571766366561e+00,-1.6276686078247512e-06,-1.5823748765866696e-06,"ok"
139,-1.8968456775575704e+00,1.6765426293133386e+11,8.1031543224424296e-01,-2.3374209367282344e-06,-2.2865863191929730e-06,"ok"
140,-6.3132087227779354e-01,1.9383797115257245e+11,9.3686791277222059e-01,-2.0216812112601172e-06,-2.0765366597401866e-06,"ok"
141,1.1962913066079597e+00,2.3165126713371869e+11,1.1196291306607959e+00,-1.6916746847859813e-06,-1.7355197990936252e-06,"ok"
142,-6.4905347059767748e-01,1.9347108369333405e+11,9.3509465294023220e-01,-2.0255150114804784e-06,-2.0095596339643620e-06,"ok"
143,1.7872379645000658e+00,2.4387795348550635e+11,1.1787237964500066e+00,-1.6068635098267602e-06,-1.5735919285062163e-06,"ok"
144,-1.1374023903919734e+00,1.8336714454279007e+11,8.8625976096080261e-01,-2.1371254118872245e-06,-2.1419000610798425e-06,"ok"
145,2.1679377470125352e+00,2.5175463198568936e+11,1.2167937747012536e+00,-1.5565893712327322e-06,-1.5879385241412862e-06,"ok"
146,-7.0660193140519556e-01,1.9228040603922650e+11,9.2933980685948048e-01,-2.0380578155620927e-06,-2.0378587637137244e-06,"ok"
147,-5.7827644035535518e-03,2.0678035460449048e+11,9.9942172355964465e-01,-1.8951441739100953e-06,-1.8026912865056089e-06,"ok"
148,-5.4019399352404740e-01,1.9572338627398746e+11,9.4598060064759526e-01,-2.0022062348663441e-06,-1.9860397901657062e-06,"ok"
149,-7.8289549367758837e-01,1.9070189223581070e+11,9.2171045063224122e-01,-2.0549276135262477e-06,-2.0945528333626785e-06,"ok"
150,-1.6204606553756939e+00,1.7337266904027689e+11,8.3795393446243061e-01,-2.2603250355302753e-06,-2.2480095455802431e-06,"ok"
151,7.0510836768037066e-01,2.2148869212730688e+11,1.0705108367680372e+00,-1.7692938657274122e-06,-1.8137219918276754e-06,"ok"
152,-1.8166024768888722e+00,1.6931449475316925e+11,8.1833975231111289e-01,-2.3145010997387202e-06,-2.3716266192939640e-06,"ok"
153,1.9206898211653278e+00,2.4663907239991064e+11,1.1920689821165329e+00,-1.5888747086743643e-06,-1.5919854192864876e-06,"ok"
154,1.4258204986785172e+00,2.3640022611765851e+11,1.1425820498678516e+00,-1.6576912414402868e-06,-1.6285229739161667e-06,"ok"
155,9.1264492785003870e-01,2.2578262355721729e+11,1.0912644927850037e+00,-1.7356454546137599e-06,-1.7246331119773741e-06,"ok"
156,-1.0121869084932014e+00,1.8595785286327567e+11,8.9878130915067989e-01,-2.1073516298175881e-06,-2.1474003425589741e-06,"ok"
157,-4.8189750374379736e-01,1.9692954064754083e+11,9.5181024962562022e-01,-1.9899431188419568e-06,-1.9230279320461702e-06,"ok"
158,-4.0828135528856224e-01,1.9845265875907965e+11,9.5917186447114378e-01,-1.9746703660111264e-06,-1.9005616449883649e-06,"ok"
159,-4.6526968813664088e-01,1.9727357015245291e+11,9.5347303118633597e-01,-1.9864728154138494e-06,-1.9655045838630849e-06,"ok"
160,6.9013345858839048e-01,2.2117886125819379e+11,1.0690133458588389e+00,-1.7717723207304483e-06,-1.7838943759598093e-06,"ok"
161,-1.4468000294763568e+00,1.7696570739013419e+11,8.5531999705236439e-01,-2.2144323331805881e-06,-2.1827222019930541e-06,"ok"
162,1.3092293988808903e+00,2.3398795626284561e+11,1.1309229398880889e+00,-1.9179245795503950e-06,-1.9028015322527342e-06,"ok"
163,-2.3416891722776065e+00,1.5845045102557632e+11,7.6583108277223932e-01,-2.4731932397277462e-06,-2.4732788321016202e-06,"ok"
164,1.3155889087814989e+00,2.3411953452268921e+11,1.1315588908781500e+00,-1.6738397550109685e-06,-1.7003662794953451e-06,"ok"
165,4.7559710995127659e-02,2.0788401042048920e+11,1.0047559710995129e+00,-1.8850828570981486e-06,-1.9062785650882233e-06,"ok"
166,-5.2320952290538743e-02,2.0581747949710876e+11,9.9476790477094623e-01,-1.9040102194623642e-06,-1.9659265159728782e-06,"ok"
167,7.5289359646664322e-01,2.2247736851089484e+11,1.0752893596466642e+00,-1.7614312275126727e-06,-1.7646891540902400e-06,"ok"
168,-1.4616541279636850e+00,1.7665837609243137e+11,8.5383458720363159e-01,-2.2182847650712792e-06,-2.1968590999909075e-06,"ok"
169,-6.7776253925301688e-01,1.9287709306285507e+11,9.3222374607469827e-01,-2.0317528540287733e-06,-2.0104715079933813e-06,"ok"
170,2.4387088819414315e+00,2.5735688676736823e+11,1.2438708881941432e+00,-1.5227048680563820e-06,-1.4367771200412422e-06,"ok"
171,-1.2795599525260823e+00,1.8042590458223535e+11,8.7204400474739174e-01,-2.1719640825188903e-06,-2.2139180089157766e-06,"ok"
172,-1.7947272582571714e+00,1.6976709302665912e+11,8.2052727417428284e-01,-2.3083306506718140e-06,-2.3597076704216366e-06,"ok"
173,2.7678053086703919e-01,2.1262658918363904e+11,1.0276780530867040e+00,-1.8430365920436893e-06,-1.7888786477366560e-06,"ok"
174,-1.2526011478493417e+00,1.8098368225099713e+11,8.7473988521506585e-01,-2.1652702577056566e-06,-2.1727561060271783e-06,"ok"
175,-5.8717444847303624e-01,1.9475136066109290e+11,9.4128255515269643e-01,-2.0121994679692563e-06,-1.9659452357222027e-06,"ok"
176,-6.5991253283738516e-01,1.9324640969559451e+11,9.3400874671626155e-01,-2.0278699352052128e-06,-2.0433014190624426e-06,"ok"
177,-5.9905717816592619e-01,1.9450550698374698e+11,9.4009428218340729e-01,-2.0147428748173947e-06,-1.9503716601321804e-06,"ok"
178,-2.0118691380082235e-01,2.0273744275346100e+11,9.7988130861991785e-01,-1.9329364077310726e-06,-1.8844562624557612e-06,"ok"
179,3.8059792911253540e-02,2.0768745711533383e+11,1.0038059792911254e+00,-1.8868668804099959e-06,-1.9286539506739997e-06,"ok"
180,-6.2471459830878506e-01,1.9397465496099124e+11,9.3752854016912146e-01,-2.0202566380995772e-06,-2.0049801813508007e-06,"ok"
181,-1.1343297221175006e+00,1.8343071804938892e+11,8.8656702778824992e-01,-2.1363847259349092e-06,-2.1455374001625509e-06,"ok"
182,8.0043303323182735e-01,2.2346095945756650e+11,1.0800433033231827e+00,-1.7536780709172085e-06,-1.7738180585360473e-06,"ok"
183,-1.0713581639478760e-02,2.0667833599587918e+11,9.9892864183605212e-01,-1.8960796370769998e-06,-1.9374770112912411e-06,"ok"
184,-8.1896652343888721e-01,1.8995558263004944e+11,9.1810334765611135e-01,-2.0630011441715423e-06,-2.1121764504481433e-06,"ok"
185,-1.2516105726304849e+00,1.8100417725227527e+11,8.7483894273695151e-01,-2.1650250853777410e-06,-2.1644183948465751e-06,"ok"
186,-8.6360292739595357e-01,1.8903205543217773e+11,9.1363970726040467e-01,-2.0730800573116815e-06,-2.1008148379823098e-06,"ok"
187,1.2570687923472750e+00,2.3290875331366513e+11,1.1257068792347276e+00,-1.6825412473065114e-06,-1.6822386265358774e-06,"ok"
188,1.0943295093206824e+00,2.2954167754784491e+11,1.1094329509320682e+00,-1.7072219236802834e-06,-1.7185477448151897e-06,"ok"
189,8.7807642950467846e-01,2.2506740132645178e+11,1.0878076429504677e+00,-1.7411610122047016e-06,-1.7406752183184937e-06,"ok"
190,2.0081077313664297e-01,2.1105477489619714e+11,1.0200810773136644e+00,-1.8567624660430189e-06,-1.7776104123711601e-06,"ok"
191,1.1784267569060558e+00,2.3128164960038629e+11,1.1178426756906055e+00,-1.6943781963899260e-06,-1.6041359768164791e-06,"ok"
192,2.0043807192575605e-01,2.1104706370814389e+11,1.0200438071925757e+00,-1.8568303080040098e-06,-1.8774936522674406e-06,"ok"
193,-1.7947194762234611e+00,1.6976725403693658e+11,8.2052805237765392e-01,-2.3083284614034577e-06,-2.3213502666929303e-06,"ok"
194,-1.6996822583518321e+00,1.7173357407470059e+11,8.3003177416481677e-01,-2.2818984955074793e-06,-2.2997497403597787e-06,"ok"
195,1.3338255684127902e+00,2.3449685101046063e+11,1.1333825568412790e+00,-1.6711464679371624e-06,-1.6678533005410357e-06,"ok"
196,8.3408864210199149e-02,2.0862572940050903e+11,1.0083408864210199e+00,-1.8783808949790210e-06,-1.8548201060686096e-06,"ok"
197,-1.4872734406062644e+00,1.7612831251385638e+11,8.5127265593937351e-01,-2.2249607613692515e-06,-2.2299929158701617e-06,"ok"
198,-1.2212856522822835e+00,1.8163159985427954e+11,8.7787143477177154e-01,-2.1575462894331792e-06,-2.2226813819028020e-06,"ok"
199,4.1680117672896921e-01,2.1552361634652237e+11,1.0416801176728969e+00,-1.8182628472486436e-06,-1.8553755364120676e-06,"ok"
200,1.7723567818449497e+00,2.4357006181637201e+11,1.1772356781844950e+00,-1.6088947113858444e-06,-1.6603248915061966e-06,"ok"
201,9.4141945535194549e-01,2.2637796853123175e+11,1.0941419455351946e+00,-1.7310809300554920e-06,-1.7255651063130745e-06,"ok"
202,-2.1429225942995580e+00,1.6256293152394214e+11,7.8570774057004422e-01,-2.4106269531125335e-06,-2.3636485976712314e-06,"ok"
203,-2.6292492133496659e-01,2.0146008337757953e+11,9.7370750786650329e-01,-1.9451922074946798e-06,-1.9777427090474935e-06,"ok"
204,1.1750068853066680e+00,2.3121089245699496e+11,1.1175006885306669e+00,-1.6948967245596483e-06,-1.6969002089292738e-06,"ok"
205,5.7832391603375954e-01,2.1886552182273849e+11,1.0578323916033761e+00,-1.7904993945344504e-06,-1.8663516131438065e-06,"ok"
206,-3.4609408190351888e-02,2.0618393134454163e+11,9.9653905918096486e-01,-1.9006262115261645e-06,-1.9389302052237653e-06,"ok"
207,2.4744129156769457e-01,2.1201956032253561e+11,1.0247441291567696e+00,-1.8483133523726372e-06,-1.8621433716757081e-06,"ok"
208,-4.7587159983571603e-02,2.0591542165993991e+11,9.9524128400164291e-01,-1.9031045909526937e-06,-1.9692041739269144e-06,"ok"
209,-1.5080784859730438e+00,1.7569785612521771e+11,8.4919215140269555e-01,-2.2304118726884613e-06,-2.1903261068688123e-06,"ok"
210,-5.5248485281425852e-01,1.9546908839527298e+11,9.4475151471857410e-01,-2.0048110293225984e-06,-1.9730768756308073e-06,"ok"
211,1.1475476610972712e+00,2.3064276110810254e+11,1.1147547661097270e+00,-1.6990716830854149e-06,-1.6397440010593749e-06,"ok"
212,-1.3712808643137811e-01,2.0406281989173480e+11,9.8628719135686227e-01,-1.6151931479029351e-08,-3.5967140324784459e-08,"ok"
213,1.1418738103613100e+00,2.3052536913637549e+11,1.1141873810361309e+00,-1.6999369126959499e-06,-1.7101384929805491e-06,"ok"
214,3.6706401333970645e-01,2.1449455443599854e+11,1.0367064013339706e+00,-1.8269861691248325e-06,-1.7705382649923376e-06,"ok"
215,-1.2813124532016357e-01,2.0424896453432581e+11,9.8718687546798356e-01,-1.9186319264865939e-06,-1.8545875974399136e-06,"ok"
216,1.1974280402524839e+00,2.3167478615282388e+11,1.1197428040252484e+00,-1.6915029503875643e-06,-1.6958976592809361e-06,"ok"
217,-6.9317192419930873e-01,1.9255827288831631e+11,9.3068280758006916e-01,-2.0351168424524809e-06,-2.0166398848423642e-06,"ok"
218,1.1864660797665945e+00,2.3144798319037085e+11,1.1186466079766595e+00,-1.6931605058983245e-06,-1.7282861816327671e-06,"ok"
219,8.6656095441384764e-02,2.0869291461468225e+11,1.0086656095441384e+00,-1.8777761814878145e-06,-1.8268589254457242e-06,"ok"
220,8.2586887049093768e-02,2.0860872269304575e+11,1.0082586887049094e+00,-1.8785340289137860e-06,-1.8340452999088463e-06,"ok"
221,-1.1878599039392930e-01,2.0444231785874960e+11,9.8812140096060708e-01,3.9713260443688581e-07,3.8278325411306301e-07,"ok"
222,4.2829134502585081e-01,2.1576134792858484e+11,1.0428291345025851e+00,-1.8162594369636763e-06,-1.8241244030160893e-06,"ok"
223,-1.1012936291759430e+00,1.8411423481234973e+11,8.8987063708240566e-01,-2.1284534827302780e-06,-2.1522411501409373e-06,"ok"
224,-1.3751303408425791e-02,2.0661548553247968e+11,9.9862486965915742e-01,-1.8966564064508871e-06,-1.8980210556028335e-06,"ok"
225,5.3424636187301267e-01,2.1795355722715262e+11,1.0534246361873012e+00,-1.7979912293780569e-06,-1.7889474848047432e-06,"ok"
226,4.9626562534589075e-01,2.1716773578840649e+11,1.0496265625345891e+00,-1.8044972605458188e-06,-1.7997364728886433e-06,"ok"
227,2.9868592708225183e-01,2.1307981183133179e+11,1.0298685927082252e+00,-1.8391164368906285e-06,-1.8815668826279888e-06,"ok"
228,-1.1678316692166280e+00,1.8273756276390796e+11,8.8321683307833720e-01,-2.1444884039261576e-06,-2.1704488565798468e-06,"ok"
229,-6.5543409089320215e-02,2.0554390686594196e+11,9.9344565909106797e-01,-1.9065443986304163e-06,-1.9317966716236591e-06,"ok"
230,-2.2734918478082995e+00,1.5986145366884628e+11,7.7265081521917001e-01,-2.4513638235760443e-06,-2.3801613957917068e-06,"ok"
231,-1.6116431667393485e-02,2.0656655102880164e+11,9.9838835683326066e-01,-1.8971057141451130e-06,-1.8881371770447062e-06,"ok"
232,8.7307857388464827e-01,2.2496399569367337e+11,1.0873078573884649e+00,-1.7419613440763744e-06,-1.8197796136741950e-06,"ok"
233,-2.4908865838293731e-01,2.0174635565805704e+11,9.7509113416170634e-01,-1.9424320356644458e-06,-1.9215086183321393e-06,"ok"
234,-2.1757230319474830e+00,1.6188429046900659e+11,7.8242769680525182e-01,-2.4207326305234883e-06,-2.3925453673165340e-06,"ok"
235,1.1799901586504107e+00,2.3131399638247699e+11,1.1179990158650410e+00,-1.6941412557667675e-06,-1.6641157215157226e-06,"ok"
236,-5.1803254169058684e-02,2.0582819067124219e+11,9.9481967458309417e-01,-1.9039111359306259e-06,-1.9015640676625086e-06,"ok"
237,-9.0581452878330704e-01,1.8815869739947339e+11,9.0941854712166936e-01,-2.0827024725644094e-06,-2.0974337448250571e-06,"ok"
238,8.4472109480850377e-01,2.2437727945158795e+11,1.0844721094808505e+00,-1.7465163374182522e-06,-1.7926923203365769e-06,"ok"
239,-9.4804854682654385e-02,2.0493848755661588e+11,9.9051951453173448e-01,-1.9121766193326816e-06,-1.8787205341623530e-06,"ok"
240,-1.6317584611930374e+00,1.7313891743791605e+11,8.3682415388069620e-01,-2.2633766579324869e-06,-2.3122447622748288e-06,"ok"
241,4.2418957660984601e-02,2.0777764823400577e+11,1.0042418957660983e+00,-1.8860478383471555e-06,-1.8426686351070667e-06,"ok"
242,-2.5382167903745384e-01,2.0164842946071509e+11,9.7461783209625463e-01,-1.9433753357531342e-06,-1.9352280071510143e-06,"ok"
243,7.9789864689294998e-01,2.2340852300421515e+11,1.0797898646892952e+00,-1.7540896785803708e-06,-1.7911633986885333e-06,"ok"
244,-7.0841729015381072e-01,1.9224284626671765e+11,9.2915827098461889e-01,-2.0384560045709613e-06,-2.0751645059103757e-06,"ok"
