sample_id,xi,E_true,alpha_true,u_true_disp_y_tip,u_hat_disp_y_tip,status
245,-5.0941068841530113e-01,1.9636029285668741e+11,9.4905893115846984e-01,-1.9957119568758922e-06,-2.0547458270500426e-06,"ok"
246,6.4761201512044819e-01,2.2029909259284207e+11,1.0647612015120449e+00,-1.7788479275857598e-06,-1.8016563639132489e-06,"ok"
247,1.1280603533618520e-01,2.0923395687110568e+11,1.0112806035336186e+00,-1.8729205821426359e-06,-1.8415299559949520e-06,"ok"
248,-1.0492448940288106e-01,2.0472911231425439e+11,9.8950755105971189e-01,-1.9141321909643649e-06,-1.8901130394665804e-06,"ok"
249,-6.5718281901406850e-01,1.9330288747459894e+11,9.3428171809859317e-01,-2.0272774474731654e-06,-1.9770284088753679e-06,"ok"
250,-1.4695196268654060e+00,1.7649563892015475e+11,8.5304803731345946e-01,-2.2203301265961841e-06,-2.1665965809965356e-06,"ok"
251,1.0932465303087788e+00,2.2951927071208862e+11,1.1093246530308778e+00,-1.7073885913477182e-06,-1.7114087177323894e-06,"ok"
252,2.2412807461449447e+00,2.5327209863773889e+11,1.2241280746144945e+00,-1.5472631466902284e-06,-1.6058195944230532e-06,"ok"
253,-3.7439725047754906e+00,1.2943720887619510e+11,6.2560274952245098e-01,-3.0275574366166538e-06,-3.0147786094932766e-06,"ok"
254,-4.5272650043111279e-01,1.9753308870608026e+11,9.5472734995688868e-01,-1.9838629916416282e-06,-2.0280980975741590e-06,"ok"
255,6.7907729270469641e-01,2.2095010918606018e+11,1.0679077292704697e+00,-1.7736066560510941e-06,-1.7371988093914687e-06,"ok"
256,7.0303181540994997e-01,2.2144572826083188e+11,1.0703031815409951e+00,-1.7696371358625287e-06,-1.7658662364235504e-06,"ok"
257,3.6612239537552516e-01,2.1447507236031961e+11,1.0366122395375525e+00,-1.8271521254014499e-06,-1.8118263222601039e-06,"ok"
258,-1.4236883365774494e-01,2.0395438883162125e+11,9.8576311663422544e-01,-1.9214030477693245e-06,-1.9446385058041263e-06,"ok"
259,-1.7940309721382366e-01,2.0318814991864600e+11,9.8205969027861773e-01,-1.9286488137449350e-06,-1.9307064866575712e-06,"ok"
260,-1.6072376005326703e+00,1.7364625404497906e+11,8.3927623994673306e-01,-2.2567638240319012e-06,-2.2658755757964543e-06,"ok"
261,-5.6343670596650497e-01,1.9524249455355301e+11,9.4365632940334954e-01,-2.0071377658004727e-06,-2.0445342504277262e-06,"ok"
262,4.4357098913148124e-01,2.1607748376513034e+11,1.0443570989131481e+00,-1.8136021277189252e-06,-1.7428934739108766e-06,"ok"
263,7.7621675367486498e-01,2.2295992463353296e+11,1.0776216753674865e+00,-1.7576189306324132e-06,-1.7795085577600277e-06,"ok"
264,9.9471945780038318e-02,2.0895807455818900e+11,1.0099471945780039e+00,-1.8753933540797542e-06,-1.9159368781132435e-06,"ok"
265,1.5630238108095076e+00,2.3923896264564871e+11,1.1563023810809507e+00,-1.6380215829970797e-06,-1.5965971396000201e-06,"ok"
266,-1.1045835805444981e+00,1.8404616571853433e+11,8.8954164194555019e-01,-2.1292406868573086e-06,-2.1411496212487380e-06,"ok"
267,-1.3786178981637149e+00,1.7837639568699274e+11,8.6213821018362846e-01,-2.1969195127967536e-06,-2.2155755833474771e-06,"ok"
268,6.1451043927925712e-03,2.0702714220988687e+11,1.0006145104392792e+00,-1.8928850590599558e-06,-1.8456988399356952e-06,"ok"
269,-3.1692924672749040e-01,2.0034273388520822e+11,9.6830707532725091e-01,-1.9560409140248981e-06,-1.9498092390000967e-06,"ok"
270,-2.5630092805234561e-01,2.0159713379859698e+11,9.7436990719476546e-01,-1.9438698205909799e-06,-1.9200795693504298e-06,"ok"
271,-6.4045611368084698e-01,1.9364896300794327e+11,9.3595438863191527e-01,-2.5901550190444361e-07,-2.6156383180272317e-07,"ok"
272,5.3814635212814835e-02,2.0801342480255313e+11,1.0053814635212814e+00,-1.8839100633972123e-06,-1.9462017352369585e-06,"ok"
273,2.2474779298303052e-01,2.1155003183681891e+11,1.0224747792983031e+00,-1.8524156243513240e-06,-1.8389715897562232e-06,"ok"
274,6.3708281249137255e-01,2.2008124339044650e+11,1.0637082812491372e+00,-1.7806087346240520e-06,-1.7534857655300120e-06,"ok"
275,9.0446379008020772e-01,2.2561335581675949e+11,1.0904463790080208e+00,-1.7369476327701849e-06,-1.7332042519309075e-06,"ok"
276,-8.7432711888597481e-01,1.8881017191024918e+11,9.1256728811140253e-01,-2.0755162730020972e-06,-2.0992111208068047e-06,"ok"
277,-1.2577230138745266e+00,1.8087771084293604e+11,8.7422769861254734e-01,-2.1665388315808599e-06,-2.2081963019437539e-06,"ok"
278,-1.1452595689770990e+00,1.8320457951786383e+11,8.8547404310229016e-01,-2.1390217719379158e-06,-2.1985407099393769e-06,"ok"
279,-1.7322265313091725e+00,1.7106023306721323e+11,8.2677734686908277e-01,-2.2908806873556334e-06,-2.3074243806578037e-06,"ok"
280,1.4217515275463077e+00,2.3631603910493311e+11,1.1421751527546307e+00,-1.6582817898929055e-06,-1.6810396353255033e-06,"ok"
281,-5.3954060874124687e-01,1.9573690480514362e+11,9.4604593912587542e-01,-2.0020679528937799e-06,-1.9708347153991199e-06,"ok"
282,2.3794816900991067e-01,2.1182314761681506e+11,1.0237948169009912e+00,-1.8500271982391139e-06,-1.8645376866615097e-06,"ok"
283,-1.4015819386286821e+00,1.7790126968977258e+11,8.5984180613713190e-01,-2.2027868884357724e-06,-2.1826046449672862e-06,"ok"
284,-6.3863073693511144e-02,2.0557867300528125e+11,9.9361369263064891e-01,-1.9062219761343544e-06,-1.8878854740740112e-06,"ok"
285,-1.2756526694225918e+00,1.8050674626964658e+11,8.7243473305774077e-01,-2.1709913474440097e-06,-2.2283607289945107e-06,"ok"
286,-4.7073124502356406e-01,1.9716057054046246e+11,9.5292687549764366e-01,-1.9876113323939028e-06,-2.0106598258289669e-06,"ok"
287,-2.5615769974744268e-01,2.0160009719222540e+11,9.7438423002525565e-01,-1.9438412469307700e-06,-1.9456154397233888e-06,"ok"
288,1.2494143798771220e+00,2.3275038351965765e+11,1.1249414379877123e+00,-1.6836860948699886e-06,-1.6312111018506463e-06,"ok"
289,2.1409351512570210e-01,2.1132959482795078e+11,1.0214093515125702e+00,-1.8543478712857545e-06,-1.8737169760607699e-06,"ok"
290,6.5115313536915642e-01,2.2037235837078784e+11,1.0651153135369156e+00,-1.7782565254768763e-06,-1.8170182314447417e-06,"ok"
291,-8.2193092736262460e-03,2.0672994249112866e+11,9.9917806907263729e-01,-1.8956063141413947e-06,-1.9479823362232077e-06,"ok"
292,-1.8231641486947461e-01,2.0312787337635056e+11,9.8176835851305244e-01,-1.9292211245788022e-06,-1.9876989899767820e-06,"ok"
293,-1.7244704906918364e+00,1.7122070554758591e+11,8.2755295093081638e-01,-2.2887336146404204e-06,-2.2445001485923665e-06,"ok"
294,8.8191664881333909e-01,2.2514685546394800e+11,1.0881916648813339e+00,-1.7405465579375769e-06,-1.7867146550037927e-06,"ok"
295,1.3114738602824823e+00,2.3403439416924457e+11,1.1311473860282484e+00,-1.6744486881942878e-06,-1.6319075718677516e-06,"ok"
296,-1.1050373481571922e+00,1.8403677726662769e+11,8.8949626518428071e-01,-2.1293493079385035e-06,-2.2158192791700471e-06,"ok"
297,5.6131093473202487e-01,2.1851352323960559e+11,1.0561310934732024e+00,-1.7933836702553642e-06,-1.7819293929621381e-06,"ok"
298,-1.7737542984583343e-01,2.0323010235648972e+11,9.8226245701541670e-01,-1.9282506861133007e-06,-1.8788814247861540e-06,"ok"
299,-1.7600001681778388e+00,1.7048559652040051e+11,8.2399998318221612e-01,-2.2986023001737398e-06,-2.2452572729148781e-06,"ok"
300,-1.1467905659580109e+00,1.8317290319032877e+11,8.8532094340419898e-01,-2.1393916757425012e-06,-2.1701844235831707e-06,"ok"
301,3.1159900866557005e-01,2.1334698348929065e+11,1.0311599008665571e+00,-1.8368133352531901e-06,-1.8736652828171831e-06,"ok"
302,-5.8757445762420824e-01,1.9474308447175513e+11,9.4124255423757919e-01,-2.0122849823966284e-06,-2.0442166023046419e-06,"ok"
303,8.0706416529462455e-01,2.2359815757994577e+11,1.0807064165294624e+00,-1.7526020274431191e-06,-1.7426458459973720e-06,"ok"
304,4.1310630594386277e-01,2.1544716946997852e+11,1.0413106305943862e+00,-1.8189080194072096e-06,-1.9106462492973597e-06,"ok"
305,-2.0092509750853534e-02,2.0648428597325485e+11,9.9799074902491469e-01,-1.8978615368238436e-06,-1.8976113074825270e-06,"ok"
306,-9.2505143779455470e-02,2.0498606857520306e+11,9.9074948562205445e-01,-1.9117327681359328e-06,-1.8748268926635099e-06,"ok"
307,1.0313012876155474e+00,2.2823762364076569e+11,1.1031301287615547e+00,-1.7169762726044094e-06,-1.6820113646970868e-06,"ok"
308,1.3586992603610617e+00,2.3501148769687036e+11,1.1358699260361060e+00,-1.6674869307374563e-06,-1.6800843393326424e-06,"ok"
309,-6.7356315979750747e-01,1.9296397822378958e+11,9.3264368402024933e-01,-2.0308380243610461e-06,-2.0621573510158250e-06,"ok"
310,-3.3937812035953574e-01,1.9987826668976120e+11,9.6606218796404641e-01,-1.9605862648189361e-06,-1.8910260104755939e-06,"ok"
311,-1.9301492406707321e+00,1.6696521221052255e+11,8.0698507593292679e-01,-2.3470672670042901e-06,-2.3393975193206757e-06,"ok"
312,-4.5192972520018426e-01,1.9754957398560818e+11,9.5480702747998158e-01,-1.9836974406069721e-06,-2.0379307179211728e-06,"ok"
313,1.6181452530764411e+00,2.4037942528615155e+11,1.1618145253076440e+00,-1.6302501091366538e-06,-1.5719138618983737e-06,"ok"
314,9.5317576844682361e-01,2.2662120664916479e+11,1.0953175768446823e+00,-1.7292229182906926e-06,-1.7163357707881423e-06,"ok"
315,4.3274122489576863e-02,2.0779534159430936e+11,1.0043274122489578e+00,-1.8858872451148113e-06,-1.8921319677742056e-06,"ok"
316,9.7450085228193550e-01,2.2706242263371326e+11,1.0974500852281937e+00,-1.7258627815358854e-06,-1.7416403429602230e-06,"ok"
317,-8.4281441957045733e-01,1.8946216965908725e+11,9.1571855804295432e-01,-2.0683737814979953e-06,-2.0824392308893655e-06,"ok"
318,5.8609261281262182e-01,2.1902625615909314e+11,1.0586092612812621e+00,-1.7891854208730218e-06,-1.7892784101595524e-06,"ok"
319,3.5038589523713198e-01,2.1414948417245627e+11,1.0350385895237133e+00,-1.8299300874882307e-06,-1.8965257126552474e-06,"ok"
320,-7.7171294559672454e-01,1.9093325915560376e+11,9.2282870544032747e-01,-2.0524375168694244e-06,-2.0206549872727356e-06,"ok"
321,7.9010066926369105e-01,2.2324718284706577e+11,1.0790100669263691e+00,-1.7553573546166013e-06,-1.7673520626540483e-06,"ok"
322,1.9092615019807948e+00,2.4640262047598264e+11,1.1909261501980795e+00,-1.5903994184466479e-06,-1.5199697013620582e-06,"ok"
