#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.9824369579002109e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6300804888877047e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3475420712585357e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0752605495195561e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.0683646130564407e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.6025992704598559e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-2.9184159244874996e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.9610187446800496e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-6.9082805036331484e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-6.9527949521958152e-08
