#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.8438496046082804e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.5262345016007177e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.2759669240728169e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-9.8474858817842022e-07
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.1022809321499892e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.1441400379678460e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.8769041004627881e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.2595445225113673e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.1298258996113331e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-2.0082733018227123e-08
