#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.9880612009817018e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6181899017390038e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.4002931646880410e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0949763055737100e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.5767316454689828e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.8759996362869672e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.6868007596520743e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.9197668528829194e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.6977597089465951e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-4.6520646872937382e-08
