#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.7601033943010623e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.4034674804134512e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.2309664377849593e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-9.5012039242051669e-07
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.3562593547666975e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.4597377574614369e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.1590301365359565e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.3041079500207418e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.4526833021176878e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,6.5793351150489460e-08
