#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.9039569134572574e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6353694122310302e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.4176424276432786e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.1413174452517253e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.5182026030300629e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.6078578584557530e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.3098846571846548e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.5136637440691567e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-3.8098776691217833e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-1.5052359024498588e-08
