#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.9341305307444296e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6109774965901376e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3621056044680717e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.1133758273263225e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.4582058831802059e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.4196932820717787e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.3851315025920878e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.5910564594220502e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.2240038213285685e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-7.0806275873231720e-09
