#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-2.1672873252352008e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.8753660840637931e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.5746840012375464e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.2964132791967850e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-1.0128334195229226e-06
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-7.6106607418170050e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.5654349718595710e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-3.0469557917722367e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.4962996195790089e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,1.0719287730807864e-08
