#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.8330286467345834e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6426423252044916e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3474402930346430e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0567327376491813e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.4129470648881198e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.1424997089990420e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.6906745501440092e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.8162024729553361e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-2.1618418055096962e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-1.0965026782110117e-07
