#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.8511908926014209e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6748609542577863e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3753906347375776e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0826469147021634e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.4296796627579019e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.0358440931997846e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.1981640690369812e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.2311680933013574e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-8.1146823670221369e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-1.0522343327097476e-07
