#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.6905107463365137e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.5087647160430964e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.1668774920272369e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-9.7359162158801882e-07
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.4808551967441290e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.0344599738147231e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.7493065903608804e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.3330984208793306e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.5939621779679201e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-1.0954635514798065e-08
