#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.9942048894227751e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6552476478241777e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3443000313483275e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.1794970094621941e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.4552941993116003e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.8762304620989355e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.5928008802370006e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.0779896588933499e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.0825150070502579e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-5.7046498673075316e-08
