#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-2.1148900471340890e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.8242478833712694e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.5392754327186031e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.2445739918255764e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-9.0692018107094557e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.8516034951381249e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-5.1886787555648800e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.6320447028497734e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.4227944864960901e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-5.9749028384726967e-08
