kind,sample_id,alpha,status,seconds,u_0,max_rel_dev,spurious
grid,,1.258291457286432,ok,0.004184600002190564,-1.5052540059110031e-06,3.219646771412954e-14,False
grid,,1.2673366834170854,ok,0.00481969999964349,-1.4945107180021006e-06,6.661338147750939e-15,False
grid,,1.2763819095477387,ok,0.004380200000014156,-1.4839196971658839e-06,1.9095836023552692e-14,False
grid,,1.285427135678392,ok,0.004212300002109259,-1.473477729007519e-06,1.0436096431476471e-14,False
grid,,1.2944723618090452,ok,0.0045897000018158,-1.463181688975677e-06,1.887379141862766e-14,False
grid,,1.3035175879396983,ok,0.0046424000029219314,-1.4530285392449164e-06,1.0436096431476471e-14,False
grid,,1.3125628140703516,ok,0.0046281000031740405,-1.4430153257279153e-06,1.0880185641326534e-14,False
grid,,1.3216080402010049,ok,0.00425330000143731,-1.433139175209595e-06,1.0325074129013956e-14,False
grid,,1.3306532663316581,ok,0.004351199997472577,-1.423397292598687e-06,1.3322676295501878e-14,False
grid,,1.3396984924623114,ok,0.004266500000085216,-1.413786958290081e-06,2.19824158875781e-14,False
grid,,1.3487437185929647,ok,0.004703899998276029,-1.404305525633818e-06,2.7977620220553945e-14,False
grid,,1.357788944723618,ok,0.00434069999755593,-1.394950418505307e-06,1.7541523789077473e-14,False
grid,,1.3668341708542713,ok,0.004572800004098099,-1.3857191289710539e-06,1.7763568394002505e-15,False
grid,,1.3758793969849246,ok,0.004228899997542612,-1.3766092150479359e-06,6.5503158452884236e-15,False
grid,,1.3849246231155778,ok,0.004251599995768629,-1.3676182985490653e-06,1.2989609388114332e-14,False
grid,,1.3939698492462311,ok,0.004249600002367515,-1.3587440630141532e-06,3.219646771412954e-15,False
grid,,1.4030150753768844,ok,0.004873300000326708,-1.3499842517196205e-06,2.4646951146678475e-14,False
grid,,1.4120603015075377,ok,0.004316200000175741,-1.3413366657655885e-06,8.215650382226158e-15,False
grid,,1.4211055276381908,ok,0.00569790000008652,-1.3327991622352245e-06,1.554312234475219e-14,False
grid,,1.430150753768844,ok,0.004590199998347089,-1.3243696524248984e-06,3.3306690738754696e-15,False
grid,,1.4391959798994973,ok,0.004423500002303626,-1.316046100140116e-06,4.884981308350689e-15,False
grid,,1.4482412060301506,ok,0.004431499997735955,-1.3078265200559445e-06,1.099120794378905e-14,False
grid,,1.457286432160804,ok,0.004399500001454726,-1.2997089761383778e-06,5.995204332975845e-15,False
grid,,1.4663316582914572,ok,0.004306800001359079,-1.2916915801237649e-06,3.375077994860476e-14,False
grid,,1.4753768844221105,ok,0.004197399997792672,-1.283772490054943e-06,1.0436096431476471e-14,False
grid,,1.4844221105527637,ok,0.004244600000674836,-1.2759499088697526e-06,6.328271240363392e-15,False
grid,,1.493467336683417,ok,0.0045050999979139306,-1.2682220830421498e-06,9.992007221626409e-16,False
grid,,1.5025125628140703,ok,0.0045405999990180135,-1.2605873012713392e-06,8.215650382226158e-15,False
grid,,1.5115577889447236,ok,0.004337600003054831,-1.2530438932185243e-06,1.2656542480726785e-14,False
grid,,1.5206030150753769,ok,0.004301000000850763,-1.2455902282885808e-06,7.216449660063518e-15,False
grid,,1.5296482412060302,ok,0.004598400002578273,-1.2382247144550616e-06,1.7319479184152442e-14,False
grid,,1.5386934673366832,ok,0.00421519999508746,-1.2309457971264857e-06,6.8833827526759706e-15,False
grid,,1.5477386934673365,ok,0.004452200002560858,-1.2237519580523765e-06,1.2212453270876722e-14,False
grid,,1.5567839195979898,ok,0.00419030000193743,-1.216641714267685e-06,3.774758283725532e-15,False
grid,,1.565829145728643,ok,0.004830400001083035,-1.2096136170735733e-06,4.9960036108132044e-15,False
grid,,1.5748743718592964,ok,0.004277000000001863,-1.2026662510533705e-06,2.6645352591003757e-15,False
grid,,1.5839195979899496,ok,0.004262400005245581,-1.1957982331222308e-06,4.440892098500626e-16,False
grid,,1.592964824120603,ok,0.004419899996719323,-1.1890082116092047e-06,2.4980018054066022e-14,False
grid,,1.6020100502512562,ok,0.0043997000029776245,-1.1822948653705405e-06,2.6645352591003757e-15,False
grid,,1.6110552763819095,ok,0.00442779999866616,-1.1756569029323852e-06,1.2212453270876722e-14,False
grid,,1.6201005025125628,ok,0.004731000000901986,-1.1690930616629247e-06,9.992007221626409e-16,False
grid,,1.629145728643216,ok,0.005860500001290347,-1.16260210697141e-06,9.992007221626409e-15,False
grid,,1.6381909547738693,ok,0.004548799995973241,-1.1561828315341332e-06,4.440892098500626e-16,False
grid,,1.6472361809045226,ok,0.004739899995911401,-1.149834054545834e-06,7.66053886991358e-15,False
grid,,1.6562814070351757,ok,0.004149400003370829,-1.1435546209955221e-06,8.659739592076221e-15,False
grid,,1.665326633165829,ok,0.004317400002037175,-1.1373434009659665e-06,1.5987211554602254e-14,False
grid,,1.6743718592964822,ok,0.004123099999560509,-1.1311992889559811e-06,1.4654943925052066e-14,False
grid,,1.6834170854271355,ok,0.004320199994253926,-1.1251212032242666e-06,5.329070518200751e-15,False
grid,,1.6924623115577888,ok,0.004238100002112333,-1.1191080851547546e-06,1.587618925213974e-14,False
grid,,1.701507537688442,ok,0.004316799997468479,-1.1131588986418544e-06,1.2212453270876722e-14,False
grid,,1.7105527638190954,ok,0.0043444999973871745,-1.107272629495063e-06,2.0872192862952943e-14,False
grid,,1.7195979899497487,ok,0.004388699999253731,-1.1014482848630611e-06,3.241851231905457e-14,False
grid,,1.728643216080402,ok,0.004041100000904407,-1.095684892674783e-06,5.10702591327572e-15,False
grid,,1.7376884422110552,ok,0.004494699998758733,-1.0899815010992819e-06,1.1546319456101628e-14,False
grid,,1.7467336683417085,ok,0.004429000000527594,-1.084337178021086e-06,5.773159728050814e-15,False
grid,,1.7557788944723618,ok,0.004572799996822141,-1.0787510105327023e-06,2.886579864025407e-15,False
grid,,1.7648241206030149,ok,0.00425589999940712,-1.0732221044422578e-06,1.6986412276764895e-14,False
grid,,1.7738693467336681,ok,0.0044355000063660555,-1.0677495837963782e-06,1.5432100042289676e-14,False
grid,,1.7829145728643214,ok,0.004613600001903251,-1.0623325904174884e-06,6.439293542825908e-15,False
grid,,1.7919597989949747,ok,0.004093800002010539,-1.0569702834552157e-06,6.8833827526759706e-15,False
grid,,1.801005025125628,ok,0.004149600004893728,-1.0516618389512573e-06,8.659739592076221e-15,False
grid,,1.8100502512562813,ok,0.0043370999992475845,-1.046406449417352e-06,7.549516567451064e-15,False
grid,,1.8190954773869346,ok,0.00448560000222642,-1.0412033234257623e-06,3.552713678800501e-15,False
grid,,1.8281407035175878,ok,0.004019599997263867,-1.0360516852119853e-06,1.865174681370263e-14,False
grid,,1.8371859296482411,ok,0.004272799997124821,-1.0309507742891867e-06,1.7763568394002505e-15,False
grid,,1.8462311557788944,ok,0.003951700004108716,-1.025899845073852e-06,1.554312234475219e-14,False
grid,,1.8552763819095477,ok,0.004303499998059124,-1.0208981665225443e-06,1.0436096431476471e-14,False
grid,,1.864321608040201,ok,0.004472800006624311,-1.0159450217793262e-06,7.327471962526033e-15,False
grid,,1.8733668341708543,ok,0.004750299995066598,-1.0110397078329543e-06,5.10702591327572e-15,False
grid,,1.8824120603015073,ok,0.004914899996947497,-1.006181535184537e-06,6.661338147750939e-16,False
grid,,1.8914572864321606,ok,0.006980300000577699,-1.0013698275242551e-06,6.217248937900877e-15,False
grid,,1.9005025125628139,ok,0.005486699999892153,-9.966039214175674e-07,8.881784197001252e-15,False
grid,,1.9095477386934672,ok,0.005367700003262144,-9.91883166000331e-07,3.9968028886505635e-15,False
grid,,1.9185929648241205,ok,0.006403300001693424,-9.872069226823693e-07,3.3306690738754696e-15,False
grid,,1.9276381909547737,ok,0.004822599999897648,-9.825745648595652e-07,5.10702591327572e-15,False
grid,,1.936683417085427,ok,0.005197899998165667,-9.779854776339526e-07,5.218048215738236e-15,False
grid,,1.9457286432160803,ok,0.005605300000752322,-9.734390575416466e-07,4.551914400963142e-15,False
grid,,1.9547738693467336,ok,0.006004700000630692,-9.689347122882507e-07,5.773159728050814e-15,False
grid,,1.9638190954773869,ok,0.004682699996919837,-9.644718604916296e-07,4.218847493575595e-15,False
grid,,1.9728643216080402,ok,0.004914500001177657,-9.600499314318147e-07,8.43769498715119e-15,False
grid,,1.9819095477386934,ok,0.004894699995929841,-9.556683648076315e-07,6.8833827526759706e-15,False
grid,,1.9909547738693467,ok,0.004820900001504924,-9.513266105000767e-07,8.215650382226158e-15,False
grid,,2.0,ok,0.004847900003369432,-9.470241283420305e-07,2.220446049250313e-15,False
bad_specimen,59,0.9768765800852666,ok,0.004430699998920318,-1.938881835528461e-06,1.8846035843012032e-12,False
bad_specimen,162,1.130922939888089,ok,0.0049199000059161335,-1.6747810039741775e-06,4.5130565951012613e-13,False
bad_specimen,212,0.9862871913568623,ok,0.005139200002304278,-1.920382088788532e-06,4.176659018639839e-13,False
bad_specimen,221,0.9881214009606071,ok,0.005260800004180055,-1.9168173615536946e-06,2.886579864025407e-15,False
bad_specimen,271,0.9359543886319153,ok,0.005345199999283068,-2.023654442661833e-06,1.2756462552943049e-13,False
bad_specimen,396,0.991333524685579,ok,0.005201300002227072,-1.9106064805836597e-06,2.731148640577885e-14,False
bad_specimen,444,1.094881864476855,ok,0.004930000002786983,-1.729911069071348e-06,3.674838211509268e-14,False
bad_specimen,585,0.8715885127670312,ok,0.004828199998883065,-2.1730991505050697e-06,2.3203661214665772e-14,False
bad_specimen,586,0.8913950944060067,ok,0.004870500000833999,-2.124813417271443e-06,1.2101430968414206e-13,False
bad_specimen,622,1.006371322246967,ok,0.008169600005203392,-1.8820570646373464e-06,3.82804898890754e-13,False
bad_specimen,634,1.1464435613838004,ok,0.006286000003456138,-1.65210771858443e-06,2.4147350785597155e-13,False
bad_specimen,654,1.0138917486098675,ok,0.004574399994453415,-1.8680971210990467e-06,6.084022174945858e-14,False
bad_specimen,659,0.8837413387956297,ok,0.003927699995983858,-2.143215637354624e-06,2.9176661087149114e-13,False
bad_specimen,690,0.9885998619445822,ok,0.004379699996206909,-1.9158896633450525e-06,4.54081217071689e-14,False
bad_specimen,772,1.132135978786998,ok,0.0073965999981737696,-1.672986542406112e-06,1.91402449445377e-13,False
bad_specimen,843,0.7590382905106321,ok,0.005429899996670429,-2.4953263627990093e-06,5.366818101038007e-13,False
bad_specimen,982,1.0673963288513602,ok,0.004994500006432645,-1.774456409008309e-06,9.60898027813073e-13,False
