#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.8421868932451990e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.5283109806189230e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3047528039626601e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0059068847502994e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.2535684474268729e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.9565678643039853e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.6405675597449962e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.6027016278759373e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.6197765784004310e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,2.4126076887631340e-08
