#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.8457560528345545e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6213024167263139e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3176920195451483e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0393183722388865e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.3690746192689476e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.8059076710834331e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.3714468483953905e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.4865413541767625e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.2495583480135135e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,9.4459010077918186e-09
