#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-2.1831521757053188e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.8268811660714723e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.5158139018261736e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.2346031205583767e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-9.1028255603621439e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.7060342680991863e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.6034055229478610e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.3934062688070697e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.6270290572607669e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,4.7461161221387697e-08
