#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.7975815608550234e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.5867347831154113e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.2866057527203865e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0302309818539176e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.8209745640259950e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.3919080194755590e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.5243632317203922e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.2374269381542482e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-9.2102303258310308e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-2.2890848475897892e-08
