#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.7685098028606016e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.4705340376482615e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.2679319092859155e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0157252539115443e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.9460711375444320e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.0387358565611845e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.5798903972671372e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.1929429177667053e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-8.6590914762581741e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-3.8805220351015515e-09
