#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.8956785224862322e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.5451648002190495e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3040392813713780e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0280022515528946e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.8539191033747244e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.7754294533466368e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.6301476449422683e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.6570336205942495e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.2622198754603715e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-1.6561035717607348e-08
