#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_1,0.133333,0.033333,0.0,-1.1792078925233764e-07
2,displacement_sensor,disp_y_2,0.366667,0.066667,0.0,-5.2746889023193927e-07
3,displacement_sensor,disp_y_3,0.633333,0.033333,0.0,-1.2443365006710082e-06
4,displacement_sensor,disp_y_4,0.866667,0.066667,0.0,-2.1675625072893840e-06
