#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-2.0706935706840436e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.9043997136612353e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.5028544161447616e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.2602483450188479e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-9.1114471804316634e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.6451034133448757e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.6857642151007389e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-3.3750659225422607e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.1154409185384968e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-5.2091978191608832e-08
