#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.7618329442421835e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.4667058167506660e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.2257656879007172e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0702504317338522e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.3471490921865585e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.6531472756858004e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.9023706231165536e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.5373794658610899e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-6.7325793115265336e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-1.0526775719601798e-08
