#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.6922604327819377e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.4616831670674606e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.2462223317490652e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-9.6710646639338219e-07
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.2827991074501953e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.0620473628776763e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.5775893679877658e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.1901260425314948e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.2547268569659695e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-3.0856344025599545e-08
