#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.7681771844450695e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.4853916691800705e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3231633393216379e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0065539220429231e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.0287961148715281e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.2543086703205176e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.8237134705290718e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.6743988068443122e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.2316586377779773e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-1.0359007423185589e-08
