#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-2.0253301772031625e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6677658636327822e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.4787403574719734e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.1465073363750584e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.2595694049016016e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.3249084133869385e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.8331436491881879e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.6619364511777990e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.0793048029364603e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,4.3889838652822665e-08
