#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.8698765006436830e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.5973582739769395e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3840087417219504e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.1051342087652668e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.0653839495083309e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.2960532245474564e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.0430459909977598e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.9051218534796750e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.0964342684443244e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-5.0177646549742747e-09
