#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.9528187391618287e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.7174356824234035e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3676533780660433e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0911931005136389e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.4990488418583928e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.8021954328192954e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.4034354523064387e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.5377356433956687e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.6182127578887770e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-4.5633736143116201e-08
