#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-2.3957322825387919e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.9503651817328057e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.6487250380737331e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.2778935068195921e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-9.9878285791417602e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.9024699977883949e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-5.2725713624621772e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.3230300256031081e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-7.2852552774503197e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,1.5689256476017182e-09
