sample_id,xi,E_true,alpha_true,u_true_disp_y_tip,u_true_disp_y_x0900,u_true_disp_y_x0800,u_true_disp_y_x0700,u_true_disp_y_x0600,u_true_disp_y_x0500,u_true_disp_y_x0400,u_true_disp_y_x0300,u_true_disp_y_x0200,u_true_disp_y_x0100,u_hat_disp_y_tip,u_hat_disp_y_x0900,u_hat_disp_y_x0800,u_hat_disp_y_x0700,u_hat_disp_y_x0600,u_hat_disp_y_x0500,u_hat_disp_y_x0400,u_hat_disp_y_x0300,u_hat_disp_y_x0200,u_hat_disp_y_x0100,status,valid,law_residual,law_residual_disp_y_tip,law_residual_disp_y_x0900,law_residual_disp_y_x0800,law_residual_disp_y_x0700,law_residual_disp_y_x0600,law_residual_disp_y_x0500,law_residual_disp_y_x0400,law_residual_disp_y_x0300,law_residual_disp_y_x0200,law_residual_disp_y_x0100
596,1.0545728131480372e+00,2.2871911150403290e+11,1.1054572813148038e+00,-1.7133617813166266e-06,-1.4580682761584546e-06,-1.2079404177809839e-06,-9.6803148763949533e-07,-7.4343373896492981e-07,-5.3912748311892471e-07,-3.6006139491714031e-07,-2.1127094562670541e-07,-9.7543448056321946e-08,-2.3997600088327338e-08,-1.7274225398835256e-06,-1.5314355969806569e-06,-1.2342179960405591e-06,-1.0111271477459898e-06,-7.5599531506403494e-07,-4.8358029251331096e-07,-3.5252865312210200e-07,-2.0897364913906367e-07,-1.0024491753389344e-07,-6.1998709147779272e-08,ok,1,-4.604094883120524e-13,-4.590772206825022e-13,-4.567457523307894e-13,-4.604094883120524e-13,-4.563016631209393e-13,-4.545253062815391e-13,-4.2943426592501055e-13,-4.005684672847565e-13,-3.7914116290949096e-13,-3.7836400679225335e-13,-3.745892485085278e-13
597,7.9033375236900905e-01,2.2325200533651480e+11,1.0790333752369010e+00,-1.7553194369598526e-06,-1.4937741774470159e-06,-1.2375210636430008e-06,-9.9173712427321234e-07,-7.6163931419894478e-07,-5.5232990512400197e-07,-3.6887875747473565e-07,-2.1644465364364468e-07,-9.9932140537017859e-08,-2.4585265257314557e-08,-1.7194319705793836e-06,-1.4348015667742192e-06,-1.2617060100062019e-06,-1.0426804071752070e-06,-7.5415838352094467e-07,-5.7510831467408946e-07,-4.0536192630701961e-07,-1.8980181992858613e-07,-1.6579870561081746e-07,-1.7039241547937559e-08,ok,1,-1.414535155674912e-12,-1.1143308498162696e-12,-1.1446399383885364e-12,-1.185052056484892e-12,-1.2219114609024473e-12,-1.2635448243258907e-12,-1.2853051956085437e-12,-1.3039569424222464e-12,-1.3278267374516872e-12,-1.3681278332455804e-12,-1.414535155674912e-12
598,-1.0155471797766096e+00,1.8588832885042194e+11,8.9844528202233898e-01,-2.1081397994691235e-06,-1.7940237705960767e-06,-1.4862636122036149e-06,-1.1910769391994343e-06,-9.1472931780672333e-07,-6.6334857970102459e-07,-4.4302363059231965e-07,-2.5995017153047453e-07,-1.2001856657903349e-07,-2.9526919760667312e-08,-2.0772066728734513e-06,-1.7350423895920731e-06,-1.5236734785083642e-06,-1.1985139183535678e-06,-9.5104451407174834e-07,-6.9652934546069588e-07,-4.8236609229999446e-07,-2.2872189515059509e-07,-1.1609310521592629e-07,-1.8658640274796281e-08,ok,1,-4.088174243577214e-12,-3.845368468091692e-12,-3.878897203435372e-12,-3.91853216541449e-12,-3.952727034572945e-12,-3.992361996552063e-12,-4.0105696541559155e-12,-4.020117572167692e-12,-4.030997757809018e-12,-4.058642311122185e-12,-4.088174243577214e-12
599,-6.8332896035940782e-02,2.0548619238101639e+11,9.9316671039640592e-01,-1.9070798858422079e-06,-1.6229220891746414e-06,-1.3445139836582801e-06,-1.0774801907396577e-06,-8.2748870991324544e-07,-6.0008294230225051e-07,-4.0077107555591015e-07,-2.3515790725637527e-07,-1.0857201894681835e-07,-2.6710844689061442e-08,-1.8739140519032192e-06,-1.6120367599607577e-06,-1.3817383890057842e-06,-1.0730910276459201e-06,-8.4226973685267830e-07,-6.0716520324396038e-07,-3.7451963217232931e-07,-3.1968160320435957e-07,-4.4842275094886117e-08,-1.0676767524216722e-07,ok,1,6.45261621912141e-13,6.45261621912141e-13,6.308287225920139e-13,6.077360836798107e-13,5.868638908168577e-13,5.591083152012288e-13,5.488942633746774e-13,5.413447468072263e-13,5.280220705117245e-13,4.969358258222201e-13,4.634070904785403e-13
600,1.1781948864395846e-01,2.0933768522004349e+11,1.0117819488643958e+00,-1.8719925363374205e-06,-1.5930628079852110e-06,-1.3197769852718026e-06,-1.0576562052223452e-06,-8.1226418482026420e-07,-5.8904233509694741e-07,-3.9339750148380632e-07,-2.3083136187034618e-07,-1.0657446005922657e-07,-2.6219406050253153e-08,-1.8502049075258279e-06,-1.5414418278093137e-06,-1.2997745916527243e-06,-1.0925265115943599e-06,-8.1600060522206131e-07,-5.7764240221622110e-07,-3.8203974127239776e-07,-2.5395735870488412e-07,-1.4832973518811466e-07,-6.1289295121734224e-08,ok,1,-5.28133092814187e-12,-4.624078897563777e-12,-4.690692279041286e-12,-4.768851979974897e-12,-4.844347145649408e-12,-4.925282404144582e-12,-4.985567514381728e-12,-5.043965245477011e-12,-5.1064708017634075e-12,-5.186628904141344e-12,-5.28133092814187e-12
601,-6.6524844062382860e-01,1.9313600976349298e+11,9.3347515593761710e-01,-2.0290291012408318e-06,-1.7267006864411893e-06,-1.4304896297845074e-06,-1.1463802220617557e-06,-8.8040290594367911e-07,-6.3845555822208732e-07,-4.2639859047091001e-07,-2.5019520196940868e-07,-1.1551471317956053e-07,-2.8418883548182955e-08,-2.0632303844084839e-06,-1.7220747992353260e-06,-1.4586025713601339e-06,-1.2083746900820712e-06,-9.0864267636834825e-07,-6.7363134117030664e-07,-3.9767546131354497e-07,-2.2994768860474753e-07,-1.7083213094449208e-07,-6.1023243107641805e-08,ok,1,-7.20201676074339e-13,-5.74651437545981e-13,-5.859757123971576e-13,-6.082911951921233e-13,-6.282752096353761e-13,-6.538103392017547e-13,-6.609157665593557e-13,-6.643574579356937e-13,-6.707967514785196e-13,-6.943334796005729e-13,-7.20201676074339e-13
602,1.7788569834665702e+00,2.4370455098792334e+11,1.1778856983466570e+00,-1.6080068374570056e-06,-1.3684113787925258e-06,-1.1336639302995357e-06,-9.0850704618946762e-07,-6.9771985606746886e-07,-5.0597643099634691e-07,-3.3792115083020128e-07,-1.9827985474418636e-07,-9.1545482766133391e-08,-2.2521983065905198e-08,-1.6899040251544827e-06,-1.3490089097552022e-06,-1.0874086659511652e-06,-8.9604834539459645e-07,-6.4289688317725429e-07,-5.1158554237214315e-07,-3.6078414566618245e-07,-1.5758930727926499e-07,-1.2380743143973622e-08,-6.6856765619986953e-08,ok,1,2.1516122217235534e-13,2.1516122217235534e-13,1.9961809982760315e-13,1.7608137170554983e-13,1.5876189252139739e-13,1.4011014570769476e-13,1.4432899320127035e-13,1.5165646516379638e-13,1.525446435834965e-13,1.3566925360919413e-13,1.1901590823981678e-13
603,-5.1667712824938761e-02,2.0583099502165201e+11,9.9483322871750612e-01,-1.9038851960366636e-06,-1.6202034129975073e-06,-1.3422616893789542e-06,-1.0756752244103985e-06,-8.2610252270340777e-07,-5.9907769922218543e-07,-4.0009971444564114e-07,-2.3476397694719127e-07,-1.0839014197107940e-07,-2.6666099388212601e-08,-1.8925106846429076e-06,-1.6041293705647722e-06,-1.3824955388508340e-06,-1.1728060807490556e-06,-8.1520708499063448e-07,-6.0586375965519378e-07,-4.1026677505629829e-07,-2.0482062606517908e-07,-1.7497217923714638e-07,-5.9040300193996724e-08,ok,1,-2.0624613128461533e-12,-1.7005286068183523e-12,-1.7315038292053941e-12,-1.7750245717707003e-12,-1.8177681582187688e-12,-1.8693935288638386e-12,-1.901812041182893e-12,-1.9292345498911345e-12,-1.9590995492535512e-12,-2.0073942508247455e-12,-2.0624613128461533e-12
604,8.9934820046705799e-01,2.2550751426766342e+11,1.0899348200467058e+00,-1.7377628660470744e-06,-1.4788335622395008e-06,-1.2251434725036327e-06,-9.8181784531904989e-07,-7.5402145596307319e-07,-5.4680554360771532e-07,-3.6518926032265837e-07,-2.1427979075301734e-07,-9.8932626901606231e-08,-2.4339365312384614e-08,-1.6916324988278398e-06,-1.4263379384847131e-06,-1.2609582987620825e-06,-1.0229016355922567e-06,-7.4803829641579660e-07,-4.4675384309480074e-07,-4.1115331134285190e-07,-1.3217365209216575e-07,-8.9434702803291409e-08,-4.2432062369440930e-08,ok,1,2.7475799413423374e-12,2.6549873410885994e-12,2.6769697569761775e-12,2.6911806116913795e-12,2.7036151095671812e-12,2.7049473771967314e-12,2.7200464103316335e-12,2.7358115772813107e-12,2.7475799413423374e-12,2.743361093848762e-12,2.743805183058612e-12
605,-4.5133641201401892e-01,1.9756184963542996e+11,9.5486635879859816e-01,-1.9835741821194457e-06,-1.6880186192392610e-06,-1.3984433716082365e-06,-1.1206986681383094e-06,-8.6067985571292429e-07,-6.2415268511721929e-07,-4.1684628122551759e-07,-2.4459025393644856e-07,-1.1292691789285959e-07,-2.7782235186474484e-08,-2.0032142442985424e-06,-1.6635216374317285e-06,-1.4091779568941124e-06,-1.1482038403219390e-06,-8.2220702787520994e-07,-5.8789366369727276e-07,-3.8978406627719287e-07,-2.4637805377818885e-07,-1.5303241222775822e-07,-4.7621845029865556e-08,ok,1,2.375433183487985e-12,1.829647544582258e-12,1.865174681370263e-12,1.9038104426272184e-12,1.958877504648626e-12,2.0179413695586845e-12,2.100541962590796e-12,2.183586644832758e-12,2.2568613644580182e-12,2.3079316235907754e-12,2.375433183487985e-12
606,7.6756698259893541e-01,2.2278096086997198e+11,1.0767566982598935e+00,-1.7590308560347514e-06,-1.4969325894482977e-06,-1.2401376581981051e-06,-9.9383403723552030e-07,-7.6324971206695538e-07,-5.5349774255712124e-07,-3.6965870876339222e-07,-2.1690230072446169e-07,-1.0014343544140604e-07,-2.4637247945207011e-08,-1.7231096659763737e-06,-1.5290803878054326e-06,-1.2371754974767681e-06,-9.3857715581491646e-07,-7.3765732451199747e-07,-5.5021326422917618e-07,-4.2375079159673622e-07,-1.9262769100315659e-07,-1.2502842989029285e-07,-2.6891801691381256e-08,ok,1,-1.535105376149204e-12,-1.3643530749618549e-12,-1.3913314944602462e-12,-1.4238610290817633e-12,-1.4492851363456793e-12,-1.478484001893321e-12,-1.4847012508312218e-12,-1.486033518460772e-12,-1.4906964551641977e-12,-1.5123458041443882e-12,-1.535105376149204e-12
607,-1.1948530018784942e+00,1.8217849139113397e+11,8.8051469981215069e-01,-2.1510694336968040e-06,-1.8305568241853579e-06,-1.5165295145191617e-06,-1.2153317335685203e-06,-9.3335663798789534e-07,-6.7685684509204345e-07,-4.5204525355148993e-07,-2.6524373213038065e-07,-1.2246259480014389e-07,-3.0128198606390126e-08,-2.1777448545278504e-06,-1.8234693059790489e-06,-1.5960318363639825e-06,-1.1959154036981234e-06,-9.3773935381896700e-07,-6.5974557455898092e-07,-4.2991026568229343e-07,-2.7307409308137998e-07,-9.6112005968829600e-08,-1.1062442125257057e-08,ok,1,2.0463630789890885e-12,1.4770407119613083e-12,1.5076828674409626e-12,1.5403234243649422e-12,1.5853984791647235e-12,1.6371348721122558e-12,1.7195134205394424e-12,1.8098855747439302e-12,1.8951507030351422e-12,1.9613199953028015e-12,2.0463630789890885e-12
608,1.7168927057417777e-01,2.1045225100817975e+11,1.0171689270574178e+00,-1.8620783689913866e-06,-1.5846258666169520e-06,-1.3127873794709916e-06,-1.0520548043571500e-06,-8.0796239253173434e-07,-5.8592273703753899e-07,-3.9131404837855363e-07,-2.2960886727936276e-07,-1.0601003631757574e-07,-2.6080546747018395e-08,-1.9230638586245325e-06,-1.6238534097784225e-06,-1.2980056947874870e-06,-9.7528097140812028e-07,-7.5267254719216060e-07,-5.6313684552615790e-07,-4.5108411418730872e-07,-2.0346662437922066e-07,-1.7940564632966379e-07,-1.2422017565106149e-08,ok,1,1.2656542480726785e-13,-2.19824158875781e-14,-1.765254609153999e-14,-1.63202784619898e-14,-5.551115123125783e-15,4.884981308350689e-15,3.9968028886505635e-14,7.682743330406083e-14,1.0458300891968975e-13,1.127986593019159e-13,1.2656542480726785e-13
609,-2.2264685290229878e+00,1.6083436613451437e+11,7.7735314709770120e-01,-2.4365351369006216e-06,-2.0734877044649618e-06,-1.7177862278123961e-06,-1.3766168704004474e-06,-1.0572212166151411e-06,-7.6668166070483429e-07,-5.1203560726261719e-07,-3.0044389225845568e-07,-1.3871445082719755e-07,-3.4126473727900932e-08,-2.4570644916425183e-06,-2.0939860121555663e-06,-1.7330048772142072e-06,-1.3997527933716964e-06,-9.8710072319404129e-07,-7.8460578905414722e-07,-5.1167107061660387e-07,-3.0404414629472047e-07,-2.0613268949081776e-07,-8.7663337601449707e-08,ok,1,-5.129230373768223e-14,-5.440092820663267e-15,1.3322676295501878e-15,3.9968028886505635e-15,5.773159728050814e-15,-4.884981308350689e-15,-5.551115123125783e-16,1.7763568394002505e-15,-3.6637359812630166e-15,-2.6978419498391304e-14,-5.129230373768223e-14
610,-1.2423119692548388e+00,1.8119656535611737e+11,8.7576880307451610e-01,-2.1627263383161263e-06,-1.8404768323288997e-06,-1.5247477708087329e-06,-1.2219177627671289e-06,-9.3841461014530092e-07,-6.8052481394513090e-07,-4.5449494128413749e-07,-2.6668111989552986e-07,-1.2312623436680525e-07,-3.0291466947221645e-08,-2.2098791955089586e-06,-1.8489833260736430e-06,-1.4691526664834403e-06,-1.1970806995106388e-06,-9.6910561455459863e-07,-7.2371894568321906e-07,-4.4838596032707004e-07,-3.0686236460878861e-07,-1.0963205016622500e-07,-6.0729297736094203e-08,ok,1,5.322409180053e-13,5.322409180053e-13,5.169198402654729e-13,4.876099524153688e-13,4.571898415406395e-13,4.189981694935341e-13,4.0234482412415673e-13,3.8746783559417963e-13,3.668176873361517e-13,3.2596148002994596e-13,2.786659791809143e-13
611,-7.5186557261786624e-01,1.9134390130253635e+11,9.2481344273821342e-01,-2.0480327914274486e-06,-1.7428727979550044e-06,-1.4438874572098431e-06,-1.1571171082713111e-06,-8.8864867435256594e-07,-6.4443527118863018e-07,-4.3039219840103808e-07,-2.5253850601635720e-07,-1.1659661280331300e-07,-2.8685052061023372e-08,-2.0342018648213470e-06,-1.7723996576495865e-06,-1.4242262671320348e-06,-1.1564955872722019e-06,-9.0040813027596910e-07,-6.2039882238673437e-07,-3.9770350554827112e-07,-2.8973870370289727e-07,-1.2960944189526429e-07,1.9467879734941465e-08,ok,1,-1.9699797348948778e-12,-1.6181500583911657e-12,-1.658895243394909e-12,-1.7147394615335543e-12,-1.7684742559254119e-12,-1.823208251039432e-12,-1.8521850719821487e-12,-1.871836019518014e-12,-1.891264922448954e-12,-1.928013304564047e-12,-1.9699797348948778e-12
612,-8.1898366105161791e-01,1.8995522805284204e+11,9.1810163389483823e-01,-2.0630049950412166e-06,-1.7556141205124784e-06,-1.4544430386903622e-06,-1.1655762467296887e-06,-8.9514516647376623e-07,-6.4914643408429539e-07,-4.3353859315367971e-07,-2.5438469614972622e-07,-1.1744899575091389e-07,-2.8894754972968197e-08,-2.1412785514756881e-06,-1.6487633109147279e-06,-1.4778773849158916e-06,-1.1524250041142955e-06,-9.1407188592261236e-07,-6.3240279650202717e-07,-3.7759684369221113e-07,-2.4684304807270973e-07,-1.0776212704614888e-07,-4.3047737268213289e-08,ok,1,-2.226441253583289e-12,-1.7335022306497194e-12,-1.779465463869201e-12,-1.838085239569409e-12,-1.8964829706646924e-12,-1.9622081737225017e-12,-2.0062840278001204e-12,-2.0461410343841635e-12,-2.0913271114864074e-12,-2.1542767569826538e-12,-2.226441253583289e-12
613,4.9978628193290763e-02,2.0793405781731918e+11,1.0049978628193290e+00,-1.8846291387685083e-06,-1.6038165374800739e-06,-1.3286859401616837e-06,-1.0647957534387827e-06,-8.1774725132463767e-07,-5.9301857627264468e-07,-3.9605307180637052e-07,-2.3238955405964208e-07,-1.0729387482980763e-07,-2.6396396184455580e-08,-1.8865197157826274e-06,-1.6136860939109153e-06,-1.3363837903183011e-06,-1.0372395205428028e-06,-8.0055105906138758e-07,-5.8942361000721038e-07,-4.0108461479611192e-07,-2.2171472908633586e-07,-1.9659674125088662e-08,-5.1466219638981915e-08,ok,1,-8.369194226531818e-12,-7.631006937458551e-12,-7.726486117576314e-12,-7.838174553853605e-12,-7.93942689369942e-12,-8.034239940002408e-12,-8.097633674708504e-12,-8.151812558310212e-12,-8.20732370954147e-12,-8.281375585283968e-12,-8.369194226531818e-12
614,-4.2617461885191221e-01,1.9808244713595395e+11,9.5738253811480889e-01,-1.9783609803592859e-06,-1.6835821924514140e-06,-1.3947680024123150e-06,-1.1177532636646196e-06,-8.5841782902403233e-07,-6.2251229581059496e-07,-4.1575073169322924e-07,-2.4394742527182625e-07,-1.1263012495584179e-07,-2.7709218306777814e-08,-2.0103915059305257e-06,-1.7141564302434033e-06,-1.3367908425476617e-06,-1.0972042229290191e-06,-8.9124094247789155e-07,-6.6251846925819956e-07,-4.1988910996291953e-07,-1.8382058396002107e-07,-1.3749475917731978e-07,-5.3414988859702722e-08,ok,1,-4.4853010194856324e-13,-8.559819519859957e-14,-1.2090328738167955e-13,-1.687538997430238e-13,-2.1038726316646716e-13,-2.5834889783027393e-13,-2.871036741680655e-13,-3.1297187064183163e-13,-3.439470930288735e-13,-3.929079284148429e-13,-4.4853010194856324e-13
615,-1.4654840147983210e+00,1.7657913573382275e+11,8.5345159852016794e-01,-2.2192802262775279e-06,-1.8886041051728802e-06,-1.5646189339197958e-06,-1.2538701180092928e-06,-9.6295354222522941e-07,-6.9832009548441147e-07,-4.6637968857416891e-07,-2.7365465783640901e-07,-1.2634590536267975e-07,-3.1083569118250254e-08,-2.2037003863870857e-06,-1.8509911664781716e-06,-1.5629246739873600e-06,-1.1961192052552637e-06,-9.3207374267919356e-07,-6.7416145234467695e-07,-4.5559368704475775e-07,-3.2788370426519303e-07,-1.4687428799682996e-07,1.4693766557566416e-08,ok,1,-1.8607337892717624e-12,-1.6264767310758543e-12,-1.6615597786540093e-12,-1.7065238111513281e-12,-1.7449375278033585e-12,-1.7817969322209137e-12,-1.7917889394425401e-12,-1.7956747200287282e-12,-1.8033352588986418e-12,-1.830313678397033e-12,-1.8607337892717624e-12
616,-3.0937051583565067e-01,2.0049912402736038e+11,9.6906294841643492e-01,-1.9545151940599051e-06,-1.6632894644926303e-06,-1.3779564396828433e-06,-1.1042806437911272e-06,-8.4807105797978770e-07,-6.1500896587124099e-07,-4.1073956173976653e-07,-2.4100705279726718e-07,-1.1127255982123241e-07,-2.7375230675179510e-08,-1.8893248640233405e-06,-1.6303314634619616e-06,-1.3724420407512117e-06,-1.1085151720497118e-06,-7.7586982827576066e-07,-6.3979080278018626e-07,-3.6787103160821217e-07,-2.3836577686985851e-07,-1.6314931867615423e-07,-4.2603775488259973e-08,ok,1,-2.362776641007258e-12,-1.8082202402069925e-12,-1.8629542353210127e-12,-1.93212112975516e-12,-2.000843934979457e-12,-2.0758950114441177e-12,-2.1271873151818e-12,-2.1727064591914313e-12,-2.2218893391823258e-12,-2.2872814753327475e-12,-2.362776641007258e-12
617,-4.3329474940521562e-01,1.9793513163480609e+11,9.5667052505947847e-01,-1.9798333983047806e-06,-1.6848352178889536e-06,-1.3958060745625456e-06,-1.1185851644050365e-06,-8.5905671638031596e-07,-6.2297560775671630e-07,-4.1606015896383850e-07,-2.4412898595283988e-07,-1.1271395122360367e-07,-2.7729841211656110e-08,-2.0654971432506856e-06,-1.6489077350169265e-06,-1.4291494808274846e-06,-1.1001746763801877e-06,-8.4232587859969978e-07,-5.8815607511015584e-07,-3.6111637033957509e-07,-1.5260862153013763e-07,-1.3554004400532385e-07,-5.2642001950035111e-08,ok,1,1.4872547637878597e-12,1.4197532038906502e-12,1.4279688542728763e-12,1.4306333895319767e-12,1.4386269953092778e-12,1.4406253967536031e-12,1.4601653219870059e-12,1.4777068457760834e-12,1.4872547637878597e-12,1.475708444331758e-12,1.4641621248756564e-12
618,-5.2288630765875599e-01,1.9608148229454034e+11,9.4771136923412447e-01,-1.9985496831247310e-06,-1.7007627478717942e-06,-1.4090012777887461e-06,-1.1291596695881272e-06,-8.6717777858366616e-07,-6.2886488557186796e-07,-4.1999336892171693e-07,-2.4643685066390594e-07,-1.1377948856427501e-07,-2.7991984282154826e-08,-1.9841695903880127e-06,-1.7271947135086633e-06,-1.4275823681294197e-06,-1.1065017521358517e-06,-9.0686431348560990e-07,-6.0543631026703440e-07,-3.5959725642514158e-07,-2.8708954775426289e-07,-9.8489661851466442e-08,-8.5216235255699757e-08,ok,1,-4.189093516515641e-12,-3.839595308363641e-12,-3.8801184487624596e-12,-3.9285241726361164e-12,-3.9754866065777605e-12,-4.029665490179468e-12,-4.059197422634497e-12,-4.080402682404838e-12,-4.1031622544096535e-12,-4.143352327901084e-12,-4.189093516515641e-12
619,-1.3426412109146235e+00,1.7912075334617645e+11,8.6573587890853776e-01,-2.1877899516782008e-06,-1.8618059292701602e-06,-1.5424179160902844e-06,-1.2360784421946309e-06,-9.4928980066079170e-07,-6.8841134610496657e-07,-4.5976203646930735e-07,-2.6977165999837105e-07,-1.2455313164836549e-07,-3.0642511645889904e-08,-2.1700341266839777e-06,-1.8680234741142450e-06,-1.5488006562280132e-06,-1.2189494503330456e-06,-9.9295937301078354e-07,-6.1518938001536652e-07,-5.2095413107353984e-07,-2.6684383315080713e-07,-9.8325020907053419e-08,-4.3901138285399594e-08,ok,1,-4.738431869100168e-13,-2.3359092438113294e-13,-2.4513724383723456e-13,-2.6345592374354965e-13,-2.849942504212777e-13,-3.204103649068202e-13,-3.397282455352979e-13,-3.574918139293004e-13,-3.8136160895874127e-13,-4.242162177092723e-13,-4.738431869100168e-13
620,2.0527386140891421e-01,2.1114711619255045e+11,1.0205273861408914e+00,-1.8559504452399706e-06,-1.5794110128026732e-06,-1.3084671204008317e-06,-1.0485925915252520e-06,-8.0530346473492158e-07,-5.8399452074099296e-07,-3.9002627086550120e-07,-2.2885324621924059e-07,-1.0566116731711387e-07,-2.5994718135020379e-08,-1.8538346270920757e-06,-1.5690487570411447e-06,-1.3638310076793466e-06,-1.0463669717173056e-06,-8.1251101541349045e-07,-6.5643936818159662e-07,-3.6314275549313734e-07,-2.7039141609787596e-07,-1.0495023067614945e-07,-5.2753582235639288e-08,ok,1,2.616351579831644e-12,2.077005234468743e-12,2.1256330029473247e-12,2.1795898419441073e-12,2.241762331323116e-12,2.298161660974074e-12,2.3707702467845593e-12,2.4420465649654943e-12,2.5064395003937534e-12,2.55351295663786e-12,2.616351579831644e-12
621,-2.6405869135638915e-02,2.0635366256758362e+11,9.9735941308643605e-01,-1.8990628973202519e-06,-1.6160996441069608e-06,-1.3388619114748149e-06,-1.0729506760687166e-06,-8.2401011022874072e-07,-5.9756031171074125e-07,-3.9908631282710525e-07,-2.3416934969398850e-07,-1.0811560354643909e-07,-2.6598557554757591e-08,-1.8885670790553450e-06,-1.6514771272595098e-06,-1.3168135289304377e-06,-1.0121744476597262e-06,-8.6983580279588632e-07,-5.2305404476943411e-07,-3.1212552325032681e-07,-2.1525879378206322e-07,-1.1182567400677024e-07,-1.0504643678969258e-08,ok,1,1.0049738818906917e-12,9.061640326990528e-13,9.259260025373806e-13,9.405809464624326e-13,9.532374889431594e-13,9.514611321037592e-13,9.690026558928366e-13,9.905409825705647e-13,1.0049738818906917e-12,1.0020873020266663e-12,1.0047518372857667e-12
622,6.3713222469669512e-02,2.0821822657289746e+11,1.0063713222469670e+00,-1.8820570646436405e-06,-1.6016277063027046e-06,-1.3268725973369281e-06,-1.0633425584581049e-06,-8.1663121926201757e-07,-5.9220924583011409e-07,-3.9551255280634404e-07,-2.3207239714732788e-07,-1.0714744400512576e-07,-2.6360371331521061e-08,-1.8605160463723561e-06,-1.5743592017714474e-06,-1.3367277352695051e-06,-1.0719134849609467e-06,-8.3045400990404881e-07,-6.0679294303699986e-07,-3.9703499396103194e-07,-2.1957733333783221e-07,-1.3326595993508169e-07,-5.1577520400466702e-08,ok,1,3.4576785878925875e-12,3.077538224260934e-12,3.105515844481488e-12,3.1319391524675666e-12,3.164135620181696e-12,3.1941116418465754e-12,3.248068480843358e-12,3.3075764349632664e-12,3.3635316754043743e-12,3.403721748895805e-12,3.4576785878925875e-12
623,-1.3570437009657721e+00,1.7882276582701819e+11,8.6429562990342290e-01,-2.1914356513579237e-06,-1.8649084141658482e-06,-1.5449881776907308e-06,-1.2381382243859389e-06,-9.5087168265069013e-07,-6.8955850423233941e-07,-4.6052817688780182e-07,-2.7022120336232387e-07,-1.2476068508000942e-07,-3.0693573858154301e-08,-2.2059678222280942e-06,-1.8620165094232170e-06,-1.5454142094438000e-06,-1.3004530291747851e-06,-1.0145731913106267e-06,-6.5989904053477461e-07,-5.1173075379984884e-07,-3.4718967994053551e-07,-1.3300482643619393e-07,-9.3000549790972275e-08,ok,1,-4.3220982348657344e-13,-3.2862601528904634e-13,-3.468336728928989e-13,-3.7281289166912757e-13,-3.9179770539021774e-13,-4.118927421359331e-13,-4.0822900615467006e-13,-4.0112357879706906e-13,-3.999023334699814e-13,-4.1666670114182125e-13,-4.3220982348657344e-13
624,4.1367043582390933e-02,2.0775588413171967e+11,1.0041367043582390e+00,-1.8862454170445977e-06,-1.6051919878407498e-06,-1.3298254355547977e-06,-1.0657089337616325e-06,-8.1844856018753134e-07,-5.9352715539995821e-07,-3.9639273119261193e-07,-2.3258885384779100e-07,-1.0738589121415577e-07,-2.6419034018542521e-08,-1.9427185227452379e-06,-1.5931041888054618e-06,-1.3955690126522660e-06,-9.8596221748181989e-07,-8.4236418337907611e-07,-5.7849819990652725e-07,-3.8383896870718388e-07,-2.0015584250733985e-07,-7.7244031886896918e-08,-2.6892946585119836e-08,ok,1,-9.727774141765622e-13,-9.727774141765622e-13,-9.697798120100742e-13,-9.698908343125368e-13,-9.63895629979561e-13,-9.623413177450857e-13,-9.410250356722827e-13,-9.210410212290299e-13,-9.122702593344911e-13,-9.227063557659676e-13,-9.303668946358812e-13
625,-1.8885418473797683e-02,2.0650926069177713e+11,9.9811145815262026e-01,-1.8976320141515093e-06,-1.6148819647013952e-06,-1.3378531218357698e-06,-1.0721422420427428e-06,-8.2338924495901290e-07,-5.9711006912326941e-07,-3.9878561405143026e-07,-2.3399291057669792e-07,-1.0803414189622237e-07,-2.6578516392141914e-08,-1.8857958491322022e-06,-1.6154390501273832e-06,-1.3707055825026334e-06,-1.0447660766626232e-06,-8.3790078496152389e-07,-6.1515317357696964e-07,-3.7918947767604781e-07,-1.8830463925906199e-07,-7.2567827446516157e-08,-1.1466295948802341e-08,ok,1,-1.43562939314279e-12,-1.04549702228951e-12,-1.0834666497316903e-12,-1.1338707750496724e-12,-1.1852741010898171e-12,-1.2398970739013748e-12,-1.270095140171179e-12,-1.2967404927621828e-12,-1.3289369604763124e-12,-1.3785639296770569e-12,-1.43562939314279e-12
626,2.7682983579853510e-01,2.1262760930267169e+11,1.0276829835798535e+00,-1.8430277497519664e-06,-1.5684138185503800e-06,-1.2993564665056656e-06,-1.0412914037235003e-06,-7.9969626144074124e-07,-5.7992825734602551e-07,-3.8731057835131996e-07,-2.2725977651212225e-07,-1.0492546497458531e-07,-2.5813720938879902e-08,-1.7983282911364213e-06,-1.5153120751614282e-06,-1.2773269939956587e-06,-1.0054986093033497e-06,-8.1894502225893983e-07,-5.7137987212403578e-07,-4.4091840136889299e-07,-2.4390868218460654e-07,-1.5558792124188488e-07,-2.9317543725611891e-08,ok,1,1.268984917146554e-12,9.121592370320286e-13,9.314771176605063e-13,9.50350909079134e-13,9.818812429784884e-13,1.0114131754335176e-12,1.0627054791711998e-12,1.120215031846783e-12,1.1752820938681907e-12,1.2148060335448463e-12,1.268984917146554e-12
