sample_id,xi,E_true,alpha_true,u_true_disp_y_tip,u_true_disp_y_x0900,u_true_disp_y_x0800,u_true_disp_y_x0700,u_true_disp_y_x0600,u_true_disp_y_x0500,u_true_disp_y_x0400,u_true_disp_y_x0300,u_true_disp_y_x0200,u_true_disp_y_x0100,u_hat_disp_y_tip,u_hat_disp_y_x0900,u_hat_disp_y_x0800,u_hat_disp_y_x0700,u_hat_disp_y_x0600,u_hat_disp_y_x0500,u_hat_disp_y_x0400,u_hat_disp_y_x0300,u_hat_disp_y_x0200,u_hat_disp_y_x0100,status,valid,law_residual,law_residual_disp_y_tip,law_residual_disp_y_x0900,law_residual_disp_y_x0800,law_residual_disp_y_x0700,law_residual_disp_y_x0600,law_residual_disp_y_x0500,law_residual_disp_y_x0400,law_residual_disp_y_x0300,law_residual_disp_y_x0200,law_residual_disp_y_x0100
131,1.1297338188569754e+00,2.3027419271215082e+11,1.1129733818856975e+00,-1.7017911546721378e-06,-1.4482216904404428e-06,-1.1997829884887516e-06,-9.6149420459399304e-07,-7.3841320312566150e-07,-5.3548666254663282e-07,-3.5762983842083366e-07,-2.0984419661229789e-07,-9.6884720383358192e-08,-2.3835540169613502e-08,-1.7174624866579775e-06,-1.3732762407390054e-06,-1.1579257563419927e-06,-9.4986436764003961e-07,-7.8015442411562478e-07,-5.6328528695684501e-07,-2.9769986628714127e-07,-2.5245104638922328e-07,-1.8656611947445149e-07,-9.3918957932760568e-08,ok,1,-3.2055469390002145e-12,-2.7567947924467262e-12,-2.7936541968642814e-12,-2.841837876133013e-12,-2.8919089345436078e-12,-2.9524160893856788e-12,-2.9934943412968096e-12,-3.0311309018316024e-12,-3.0726532429525832e-12,-3.133715509306967e-12,-3.2055469390002145e-12
132,-4.9466649445957751e-02,2.0587653502296313e+11,9.9505333505540428e-01,-1.9034640556022584e-06,-1.6198450231269026e-06,-1.3419647803678894e-06,-1.0754372844695024e-06,-8.2591978837903094e-07,-5.9894518291145964e-07,-4.0001121217267031e-07,-2.3471204702868300e-07,-1.0836616601313438e-07,-2.6660200832627457e-08,-1.9983219331387531e-06,-1.6644713466078683e-06,-1.4215467418709465e-06,-1.0439087088062107e-06,-8.0836151835838951e-07,-5.8072518699690409e-07,-4.1997091940258229e-07,-2.1926879495575764e-07,-8.8936862253218977e-08,-7.3694028009744075e-08,ok,1,7.782663402622347e-13,6.73683331342545e-13,6.816769371198461e-13,6.830092047493963e-13,6.87894186057747e-13,6.863398738232718e-13,7.078782005009998e-13,7.367439991412539e-13,7.616129948928574e-13,7.671641100159832e-13,7.782663402622347e-13
133,-2.0628576901908908e+00,1.6421947438995047e+11,7.9371423098091087e-01,-2.3863100631749615e-06,-2.0307462429324729e-06,-1.6823769539501507e-06,-1.3482402290126070e-06,-1.0354283794237049e-06,-7.5087780778656723e-07,-5.0148085443511573e-07,-2.9425074674991939e-07,-1.3585508573358835e-07,-3.3423013870878343e-08,-2.4609283440631107e-06,-1.9799907106285409e-06,-1.7440008857046207e-06,-1.3405535238770433e-06,-1.0793861451615038e-06,-7.1336553519677586e-07,-4.4114153106155578e-07,-2.6526378377364373e-07,-9.1359603210072649e-08,-4.9927043594059422e-08,ok,1,-5.414890758004276e-12,-4.706124379083576e-12,-4.778732964894061e-12,-4.866440583839449e-12,-4.9540371804823735e-12,-5.046740803038574e-12,-5.1140203183308586e-12,-5.1736392947532295e-12,-5.236588940249476e-12,-5.318079310256962e-12,-5.414890758004276e-12
134,2.5379126694524345e-01,2.1215094131309708e+11,1.0253791266945242e+00,-1.8471687275197022e-06,-1.5719377843474535e-06,-1.3022759050441278e-06,-1.0436310128547313e-06,-8.0149304634529134e-07,-5.8123125998433406e-07,-3.8818080100219722e-07,-2.2777039154874598e-07,-1.0516121509702983e-07,-2.5871720089737862e-08,-1.8505157133283416e-06,-1.5679258915914336e-06,-1.3051394469995134e-06,-1.0115701826273078e-06,-7.6426370882771784e-07,-6.1168988723203192e-07,-3.3001162240138989e-07,-2.3966122236293377e-07,-7.2257196575515179e-08,-5.2559542431624705e-08,ok,1,-1.1904921493055554e-12,-1.1874945471390674e-12,-1.1830536550405668e-12,-1.1836087665528794e-12,-1.180722186688854e-12,-1.1871614802316799e-12,-1.1759482276829658e-12,-1.1641798636219391e-12,-1.1605161276406761e-12,-1.1757261830780408e-12,-1.1904921493055554e-12
135,-1.6482279683251627e-01,2.0348981633353525e+11,9.8351772031674844e-01,-1.9257896604778325e-06,-1.6388440790006088e-06,-1.3577045971273550e-06,-1.0880510177369332e-06,-8.3560694732483903e-07,-6.0597017161898786e-07,-4.0470291740474936e-07,-2.3746496921077227e-07,-1.0963718565606101e-07,-2.6972896576965696e-08,-2.0040035020051334e-06,-1.6439256247139931e-06,-1.3989389330153605e-06,-1.0383011078990672e-06,-8.3770239633027450e-07,-5.7424934505968004e-07,-4.2443288313930931e-07,-1.9646994732914189e-07,-1.0579952249348888e-07,-2.7288052203254763e-08,ok,1,-5.881961584464079e-13,-5.881961584464079e-13,-5.858646900946951e-13,-5.870859354217828e-13,-5.825340210208196e-13,-5.857536677922326e-13,-5.695444116327053e-13,-5.548894677076532e-13,-5.4989346409684e-13,-5.657696533489798e-13,-5.820899318109696e-13
136,-7.9753079097404075e-02,2.0524990879347470e+11,9.9202469209025956e-01,-1.9092753152056045e-06,-1.6247903962317114e-06,-1.3460617874504548e-06,-1.0787205853696238e-06,-8.2844131448173212e-07,-6.0077375747044953e-07,-4.0123244300773952e-07,-2.3542862091578876e-07,-1.0869700699804964e-07,-2.6741594199449993e-08,-1.9029962286906318e-06,-1.6325890104061955e-06,-1.3240377934275032e-06,-9.9193670146065974e-07,-8.9702589809513956e-07,-6.3442750535814115e-07,-3.9713682311820184e-07,-2.4872611805861143e-07,-8.3935334778306055e-08,-4.8062036717658017e-08,ok,1,-7.960299086562372e-13,-7.72937269744034e-13,-7.753797603982093e-13,-7.844835892001356e-13,-7.889244812986362e-13,-7.960299086562372e-13,-7.790434963794723e-13,-7.583933481214444e-13,-7.460698725481052e-13,-7.537304114180188e-13,-7.583933481214444e-13
137,-4.6842313888223235e-02,2.0593083252565265e+11,9.9531576861117765e-01,-1.9029621718245124e-06,-1.6194179207935901e-06,-1.3416109463401321e-06,-1.0751537253839775e-06,-8.2570201923222457e-07,-5.9878725985006229e-07,-3.9990574176066295e-07,-2.3465016082262966e-07,-1.0833759325360596e-07,-2.6653171373754216e-08,-1.9111991257927857e-06,-1.6328716423454614e-06,-1.3476773816252569e-06,-1.0948647843684801e-06,-8.2931254089694310e-07,-6.0495206982072433e-07,-3.3449026130074076e-07,-1.8898966008663454e-07,-6.9466857545361045e-08,-4.2513387523132133e-08,ok,1,2.3161472739730016e-12,1.9395596240201485e-12,1.9624302183274267e-12,1.9833024111903796e-12,2.013500477460184e-12,2.042588320705363e-12,2.098321516541546e-12,2.1609380951304047e-12,2.2180035585961377e-12,2.2599699889269687e-12,2.3161472739730016e-12
138,1.6365717663665620e+00,2.4076066984612418e+11,1.1636571766366561e+00,-1.6276686078229847e-06,-1.3851435155404463e-06,-1.1475257120720731e-06,-9.1961574081795672e-07,-7.0625116779449839e-07,-5.1216321588113853e-07,-3.4205305370180505e-07,-2.0070430523857614e-07,-9.2664847571180605e-08,-2.2797368747666338e-08,-1.6537870500237152e-06,-1.3573995607887008e-06,-1.1159459954526460e-06,-9.6764038205991785e-07,-7.3949724574233219e-07,-5.7457540819871448e-07,-3.5494274422800955e-07,-2.1871369790004085e-07,-8.3915208826741976e-08,9.2579980412816581e-09,ok,1,-2.940869769929577e-12,-2.3367974222310295e-12,-2.3925306180672123e-12,-2.4655832930875476e-12,-2.541189481064521e-12,-2.6246782525163326e-12,-2.683520072821466e-12,-2.734146242744373e-12,-2.786881836414068e-12,-2.857492020780228e-12,-2.940869769929577e-12
139,-1.8968456775575704e+00,1.6765426293133386e+11,8.1031543224424296e-01,-2.3374209367317810e-06,-1.9891416705105837e-06,-1.6479095387992370e-06,-1.3206183838682833e-06,-1.0142152144854857e-06,-7.3549432487117608e-07,-4.9120684969482962e-07,-2.8822233401951190e-07,-1.3307177749267325e-07,-3.2738265490349471e-08,-2.3352955253095881e-06,-1.9507803463740702e-06,-1.6701582476007145e-06,-1.2592908021283535e-06,-9.9773988745615811e-07,-7.3455485364965198e-07,-5.4331625400773970e-07,-3.1148724103664999e-07,-9.5321823269868063e-08,-1.9785797142617026e-08,ok,1,3.7969627442180354e-13,3.7969627442180354e-13,3.6926017799032707e-13,3.4861002973229915e-13,3.2862601528904634e-13,3.0375701953744283e-13,3.0109248427834245e-13,3.05089287166993e-13,3.0531133177191805e-13,2.8754776337791554e-13,2.69340105774063e-13
140,-6.3132087227779354e-01,1.9383797115257245e+11,9.3686791277222059e-01,-2.0216812112566749e-06,-1.7204476432138731e-06,-1.4253092800218068e-06,-1.1422287410669506e-06,-8.7721463048196002e-07,-6.3614346659228954e-07,-4.2485443818138644e-07,-2.4928914950445329e-07,-1.1509639024694101e-07,-2.8315967907564992e-08,-2.0533538162573132e-06,-1.7302340972087128e-06,-1.3844404026263172e-06,-1.1800957267000769e-06,-9.0191693441746306e-07,-6.7303091654128717e-07,-4.0579541931249084e-07,-2.8918391502110156e-07,-6.0999434222741702e-08,4.9340590390881406e-08,ok,1,-1.75559566883976e-12,-1.5739631820110844e-12,-1.5862866575844237e-12,-1.6047163597932013e-12,-1.621036638255191e-12,-1.6496803922905201e-12,-1.6646684031229597e-12,-1.6766588117889114e-12,-1.6905365995967259e-12,-1.7217338665886928e-12,-1.75559566883976e-12
141,1.1962913066079597e+00,2.3165126713371869e+11,1.1196291306607959e+00,-1.6916746847791571e-06,-1.4396125899115982e-06,-1.1926507569879794e-06,-9.5577850490532043e-07,-7.3402363104605355e-07,-5.3230340784188123e-07,-3.5550387162216459e-07,-2.0859675653051451e-07,-9.6308779349635254e-08,-2.3693847386786860e-08,-1.7169086816145417e-06,-1.4225777898919881e-06,-1.1234353173059136e-06,-9.2059044059260518e-07,-7.2184561011192247e-07,-5.9543276355547923e-07,-3.3657350536311128e-07,-2.4342939508838882e-07,-1.0016905957674830e-07,4.7143876106736874e-08,ok,1,-2.0515811272048268e-12,-1.9393375794152234e-12,-1.963318396747127e-12,-1.990518860850443e-12,-2.0097257191764584e-12,-2.0328183580886616e-12,-2.0312640458541864e-12,-2.0248247523113605e-12,-2.02260430626211e-12,-2.03759231709455e-12,-2.0515811272048268e-12
142,-6.4905347059767748e-01,1.9347108369333405e+11,9.3509465294023220e-01,-2.0255150114765351e-06,-1.7237102013838158e-06,-1.4280121547384928e-06,-1.1443947980962361e-06,-8.7887812996173215e-07,-6.3734981255252243e-07,-4.2566010775453185e-07,-2.4976188714026759e-07,-1.1531465243574553e-07,-2.8369664683983069e-08,-1.9832125008495638e-06,-1.7416940854989054e-06,-1.4146560433424811e-06,-1.1701042907871578e-06,-8.4351457232024450e-07,-5.9227285709905133e-07,-3.9909884637642961e-07,-1.9094369950290216e-07,-6.8112877459926290e-08,-2.6968439063894628e-08,ok,1,-1.216027278871934e-12,-1.0327294575063206e-12,-1.0468292899190601e-12,-1.0673684158746255e-12,-1.0867973188055657e-12,-1.117217429680295e-12,-1.1278755707166965e-12,-1.13420384195706e-12,-1.1477485628574868e-12,-1.1803891197814664e-12,-1.216027278871934e-12
143,1.7872379645000658e+00,2.4387795348550635e+11,1.1787237964500066e+00,-1.6068635098249009e-06,-1.3674384087123693e-06,-1.1328578707312749e-06,-9.0786107803445526e-07,-6.9722376216256837e-07,-5.0561667081283038e-07,-3.3768088158483735e-07,-1.9813887347989622e-07,-9.1480391948318141e-08,-2.2505969448930853e-08,-1.5566937594451888e-06,-1.3869096463498524e-06,-1.1593523422190092e-06,-8.5975870352700508e-07,-7.7167693423807008e-07,-5.3249059259149470e-07,-3.6259316126208936e-07,-1.6708469387677414e-07,-1.0367926022907003e-07,4.8473391025004607e-08,ok,1,-3.789635272255509e-12,-3.192779374217025e-12,-3.2412961203931445e-12,-3.302802475957378e-12,-3.365197009941312e-12,-3.4379166180542597e-12,-3.4943159477052177e-12,-3.5491609651217004e-12,-3.6105562983834716e-12,-3.6917136014835705e-12,-3.789635272255509e-12
144,-1.1374023903919734e+00,1.8336714454279007e+11,8.8625976096080261e-01,-2.1371254118884548e-06,-1.8186904827841378e-06,-1.5066988134304915e-06,-1.2074535070770761e-06,-9.2730627758974288e-07,-6.7246921052224264e-07,-4.4911493025492766e-07,-2.6352432487761606e-07,-1.2166874729995238e-07,-2.9932896561809254e-08,-2.1889270377436882e-06,-1.8553062778155202e-06,-1.4783711674410306e-06,-1.1724559313082725e-06,-9.1631552536845839e-07,-6.4749480483882577e-07,-4.4214387013847466e-07,-3.0504992090693683e-07,-1.1683999112784825e-07,4.6105903003207153e-10,ok,1,-1.680877659282487e-13,-1.680877659282487e-13,-1.659783421814609e-13,-1.6253665080512292e-13,-1.4721557306529576e-13,-1.3034018309099338e-13,-8.859579736508749e-14,-4.418687638008123e-14,-4.884981308350689e-15,1.709743457922741e-14,5.0182080713057076e-14
145,2.1679377470125352e+00,2.5175463198568936e+11,1.2167937747012536e+00,-1.5565893712295677e-06,-1.3246551930503997e-06,-1.0974140055531051e-06,-8.7945671550874441e-07,-6.7540963555095431e-07,-4.8979737911250427e-07,-3.2711581782057688e-07,-1.9193967788828414e-07,-8.8618233541315494e-08,-2.1801822382067315e-08,-1.5144998185463710e-06,-1.2859003576946659e-06,-1.1455097387330194e-06,-8.3330620101861903e-07,-6.8510394064039641e-07,-5.2517855969008220e-07,-3.1863075181440255e-07,-2.3529595951823257e-07,-3.7688019594710312e-08,-3.5509864780230729e-08,ok,1,-3.4003910798219295e-12,-2.935651721713839e-12,-2.984501534797346e-12,-3.0436764220098667e-12,-3.1008529077780622e-12,-3.1644686870890837e-12,-3.2051028497903644e-12,-3.240741008880832e-12,-3.2799318816501e-12,-3.3359981443936704e-12,-3.4003910798219295e-12
146,-7.0660193140519556e-01,1.9228040603922650e+11,9.2933980685948048e-01,-2.0380578155608874e-06,-1.7343841086279892e-06,-1.4368549806793119e-06,-1.1514813512278575e-06,-8.8432049703169690e-07,-6.4129653908220947e-07,-4.2829596644125935e-07,-2.5130851325776573e-07,-1.1602872717000056e-07,-2.8545341064582842e-08,-1.9783478792278471e-06,-1.6959289486695449e-06,-1.3890143060476784e-06,-1.1705656650638037e-06,-9.0718121043575874e-07,-5.4897850846875663e-07,-4.7081122080701291e-07,-2.7370556791128298e-07,-1.2606558092102027e-07,-1.2662523843865764e-07,ok,1,-1.3100631690576847e-12,-1.070254995738651e-12,-1.0772494007937894e-12,-1.0897949209720537e-12,-1.1017853296380054e-12,-1.1284306822290091e-12,-1.1434186930614487e-12,-1.1627365736899264e-12,-1.1940448629843559e-12,-1.2480017019811385e-12,-1.3100631690576847e-12
147,-5.7827644035535518e-03,2.0678035460449048e+11,9.9942172355964465e-01,-1.8951441739079629e-06,-1.6127648164290585e-06,-1.3360991648981198e-06,-1.0707366383237465e-06,-8.2230976227521021e-07,-5.9632724376591858e-07,-3.9826279672350240e-07,-2.3368614036245709e-07,-1.0789250659294589e-07,-2.6543671331463269e-08,-1.9477496933711285e-06,-1.6274872064074801e-06,-1.3485729772142820e-06,-1.0892787248638362e-06,-7.9924482980135087e-07,-5.6223942360603445e-07,-4.0707420246390703e-07,-2.1957475847094561e-07,-1.5279623180086667e-07,3.1834274928188088e-08,ok,1,-1.5237811012980274e-12,-1.4369616607723401e-12,-1.4520606939072422e-12,-1.4743761767022079e-12,-1.4871437414853972e-12,-1.4992451724538114e-12,-1.4909184997691227e-12,-1.482591827084434e-12,-1.4820367155721215e-12,-1.5017986854104493e-12,-1.5237811012980274e-12
148,-5.4019399352404740e-01,1.9572338627398746e+11,9.4598060064759526e-01,-2.0022062348723639e-06,-1.7038744678608910e-06,-1.4115791902261831e-06,-1.1312255830844818e-06,-8.6876436932439125e-07,-6.3001545841781135e-07,-4.2076178989235280e-07,-2.4688773217300721e-07,-1.1398765981533400e-07,-2.8043198490105015e-08,-1.9726795554744615e-06,-1.7207049113605110e-06,-1.4360457159157193e-06,-1.0924906813468652e-06,-9.1070420107781545e-07,-6.0204165242731141e-07,-4.2377380819976402e-07,-2.6324054854909705e-07,-1.0631750660901198e-07,-7.7459289409631441e-08,ok,1,6.45039577307216e-13,5.713207684721056e-13,5.728750807065808e-13,5.702105454474804e-13,5.74207348336131e-13,5.748734821509061e-13,5.975220318532593e-13,6.228351168147128e-13,6.421529974431905e-13,6.414868636284154e-13,6.45039577307216e-13
149,-7.8289549367758837e-01,1.9070189223581070e+11,9.2171045063224122e-01,-2.0549276135269982e-06,-1.7487402811000081e-06,-1.4487483887296090e-06,-1.1610126106497075e-06,-8.9164036205623383e-07,-6.4660480019629938e-07,-4.3184113889336595e-07,-2.5338869165773203e-07,-1.1698914211538630e-07,-2.8781621965428196e-08,-2.0684716758934390e-06,-1.6916781181484572e-06,-1.4253696638840332e-06,-1.1109784958173011e-06,-8.7117288698467000e-07,-6.3070899975985577e-07,-4.4194891688861623e-07,-2.6003319547679249e-07,-1.2051909820664987e-07,-2.5337355081643952e-08,ok,1,-1.9049206656518436e-12,-1.706079721941478e-12,-1.726951914804431e-12,-1.7584822487037854e-12,-1.787681114251427e-12,-1.823208251039432e-12,-1.8353096820078463e-12,-1.8407497748285095e-12,-1.8489654252107357e-12,-1.8753887331968144e-12,-1.9049206656518436e-12
150,-1.6204606553756939e+00,1.7337266904027689e+11,8.3795393446243061e-01,-2.2603250355343580e-06,-1.9235331755719086e-06,-1.5935560122312840e-06,-1.2770600059819012e-06,-9.8076303018285063e-07,-7.1123528067848942e-07,-4.7500521730756516e-07,-2.7871580473459125e-07,-1.2868262856001905e-07,-3.1658448824929267e-08,-2.2289576350440350e-06,-1.9444540671140794e-06,-1.5936735163555962e-06,-1.2463734449741547e-06,-1.0262448793454614e-06,-6.8287648683593268e-07,-4.5130858445093454e-07,-3.0893663730791420e-07,-8.4010559665007273e-08,-4.4699624826679893e-08,ok,1,3.574252005478229e-12,3.226752198770555e-12,3.269606807521086e-12,3.3071323457534163e-12,3.3451019731955967e-12,3.3715252811816754e-12,3.4163782913765317e-12,3.4638958368304884e-12,3.5078606686056446e-12,3.5356162442212735e-12,3.574252005478229e-12
151,7.0510836768037066e-01,2.2148869212730688e+11,1.0705108367680372e+00,-1.7692938657340580e-06,-1.5056663951301568e-06,-1.2473732020041669e-06,-9.9963253038261196e-07,-7.6770286828741829e-07,-5.5672710756880345e-07,-3.7181547076724454e-07,-2.1816781031389754e-07,-1.0072771913710230e-07,-2.4780993186400959e-08,-1.7589039693473126e-06,-1.5478456808669348e-06,-1.2896018725639981e-06,-1.0803752929478485e-06,-7.0320616748198602e-07,-5.6901091545218883e-07,-3.9630235436258911e-07,-1.9218440005595403e-07,-9.6381760458969711e-08,-9.5642217962056663e-09,ok,1,6.971756505436133e-12,6.16928730323707e-12,6.250111539429781e-12,6.333378266276668e-12,6.42041975140728e-12,6.5001337645753665e-12,6.600275881396556e-12,6.701306176637445e-12,6.794342866101033e-12,6.871614388614944e-12,6.971756505436133e-12
152,-1.8166024768888722e+00,1.6931449475316925e+11,8.1833975231111289e-01,-2.3145010997354977e-06,-1.9696369240037848e-06,-1.6317507813326695e-06,-1.3076689156672741e-06,-1.0042702161200286e-06,-7.2828235471515672e-07,-4.8639026713172894e-07,-2.8539613835632455e-07,-1.3176692760405492e-07,-3.2417246842492166e-08,-2.2949396821583473e-06,-2.0222004328538001e-06,-1.6753196312350081e-06,-1.3350845885410376e-06,-9.6983039005696967e-07,-7.0848461214308107e-07,-4.7106609431276021e-07,-3.0193995956353962e-07,-1.2795450482302352e-07,-4.7588668033478590e-08,ok,1,-1.4672707493446069e-12,-1.3153922395758855e-12,-1.3306022950132501e-12,-1.3538059562279159e-12,-1.3746781490908688e-12,-1.4022116801015727e-12,-1.4092060851567112e-12,-1.4123147096256616e-12,-1.4185319585635625e-12,-1.4430678874077785e-12,-1.4672707493446069e-12
153,1.9206898211653278e+00,2.4663907239991064e+11,1.1920689821165329e+00,-1.5888747086786497e-06,-1.3521299662319958e-06,-1.1201755521405822e-06,-8.9769759351875914e-07,-6.8941835769912714e-07,-4.9995630346263020e-07,-3.3390055164867221e-07,-1.9592071321149676e-07,-9.0456271001265616e-08,-2.2254015623030965e-08,-1.5676025124517642e-06,-1.3209420773556755e-06,-1.1357687848608775e-06,-8.8074403310715163e-07,-5.6532826998033800e-07,-4.9568949362022672e-07,-3.5816987316990512e-07,-1.2544838460852484e-07,-2.9861463324255214e-08,-6.8420209376594889e-08,ok,1,7.709388682997087e-13,7.51620987671231e-13,7.525091660909311e-13,7.485123632022805e-13,7.462919171530302e-13,7.371880883511039e-13,7.496225862269057e-13,7.642775301519578e-13,7.709388682997087e-13,7.576161920042068e-13,7.454037387333301e-13
154,1.4258204986785172e+00,2.3640022611765851e+11,1.1425820498678516e+00,-1.6576912414368171e-06,-1.4106927311915877e-06,-1.1686920255653755e-06,-9.3657821482519625e-07,-7.1927809474305572e-07,-5.2161015643615580e-07,-3.4836228241016585e-07,-2.0440633143248533e-07,-9.4374066975106416e-08,-2.3217870221996484e-08,-1.6467609697705965e-06,-1.4205540189773615e-06,-1.1970775605208540e-06,-8.8233322609675704e-07,-7.4531678461490864e-07,-5.2981534275822255e-07,-3.6042363450043791e-07,-2.0153028289379925e-07,-8.9019751877542395e-08,-2.0797899511879873e-08,ok,1,3.1032953984322376e-12,2.653210984249199e-12,2.6916247009012295e-12,2.7327029528123603e-12,2.781108676686017e-12,2.821742839387298e-12,2.8832491949515315e-12,2.9480862195896407e-12,3.008038262919399e-12,3.048894470225605e-12,3.1032953984322376e-12
155,9.1264492785003870e-01,2.2578262355721729e+11,1.0912644927850037e+00,-1.7356454546142779e-06,-1.4770316483229919e-06,-1.2236506722797214e-06,-9.8062153000396681e-07,-7.5310270365075328e-07,-5.4613927761011097e-07,-3.6474428826689909e-07,-2.1401869731638758e-07,-9.8812080491412620e-08,-2.4309708532749274e-08,-1.7628799034434119e-06,-1.5365228117164712e-06,-1.2324633006715444e-06,-1.0083720175032297e-06,-8.0837178136328892e-07,-5.4257983945165346e-07,-4.0161606606942980e-07,-1.1565090043140955e-07,-6.3320163122470227e-08,-1.5170224792964761e-08,ok,1,3.672617765460018e-13,2.1649348980190553e-13,2.255973186038318e-13,2.318145675417327e-13,2.460254222569347e-13,2.55351295663786e-13,2.866595849582154e-13,3.204103649068202e-13,3.4638958368304884e-13,3.532729664357248e-13,3.672617765460018e-13
156,-1.0121869084932014e+00,1.8595785286327567e+11,8.9878130915067989e-01,-2.1073516298164221e-06,-1.7933530394176572e-06,-1.4857079432318864e-06,-1.1906316315888054e-06,-9.1438732820606138e-07,-6.6310057374843759e-07,-4.4285799746840157e-07,-2.5985298403077203e-07,-1.1997369527030107e-07,-2.9515880539236903e-08,-2.1104246649191136e-06,-1.8803705498511739e-06,-1.5538793263969762e-06,-1.2284644403042241e-06,-9.0109202070147902e-07,-6.0756743412228513e-07,-5.0514594910768273e-07,-2.5810020832061899e-07,-1.2164132913028928e-07,-8.3485646125347321e-08,ok,1,2.1957990981036346e-12,1.787681114251427e-12,1.8169910021015312e-12,1.8491874698156607e-12,1.894040480010517e-12,1.936895088761048e-12,2.000843934979457e-12,2.063016424358466e-12,2.1149748619109232e-12,2.148503597254603e-12,2.1957990981036346e-12
157,-4.8189750374379736e-01,1.9692954064754083e+11,9.5181024962562022e-01,-1.9899431188370203e-06,-1.6934385747220398e-06,-1.4029335476837872e-06,-1.1242970507755045e-06,-8.6344335988846442e-07,-6.2615673870347560e-07,-4.1818470739063802e-07,-2.4537559378555010e-07,-1.1328950800930420e-07,-2.7871439461939707e-08,-1.9692273778745219e-06,-1.6697404734265423e-06,-1.3672539324624179e-06,-1.1050011016294968e-06,-8.3300786265193579e-07,-6.4518383296704332e-07,-4.3498552220069028e-07,-2.3588042238316217e-07,-5.8755103736457649e-08,-3.6844315955772800e-08,ok,1,-1.4879208976026348e-12,-1.471600619140645e-12,-1.4797052472204086e-12,-1.4879208976026348e-12,-1.4843681839238343e-12,-1.485589429250922e-12,-1.4696022176963197e-12,-1.4499512701604544e-12,-1.4336309916984646e-12,-1.4348522370255523e-12,-1.4314105456492143e-12
158,-4.0828135528856224e-01,1.9845265875907965e+11,9.5917186447114378e-01,-1.9746703660009768e-06,-1.6804414852323251e-06,-1.3921660754295616e-06,-1.1156681051494911e-06,-8.5681645839604654e-07,-6.2135100480243479e-07,-4.1497515249646704e-07,-2.4349234357569330e-07,-1.1242001448534079e-07,-2.7657527012836255e-08,-1.9528187391618287e-06,-1.7174356824234035e-06,-1.3676533780660433e-06,-1.0911931005136389e-06,-8.4990488418583928e-07,-6.8021954328192954e-07,-4.4034354523064387e-07,-2.5377356433956687e-07,-1.6182127578887770e-07,-4.5633736143116201e-08,ok,1,-6.370459715299148e-12,-5.683120640753714e-12,-5.755507181959274e-12,-5.842659689392349e-12,-5.928590951498336e-12,-6.018519016492974e-12,-6.082689907316308e-12,-6.139644348479578e-12,-6.199818436414262e-12,-6.277645070440485e-12,-6.370459715299148e-12
159,-4.6526968813664088e-01,1.9727357015245291e+11,9.5347303118633597e-01,-1.9864728154173981e-06,-1.6904853517776070e-06,-1.4004869425312362e-06,-1.1223363656369213e-06,-8.6193758295653018e-07,-6.2506477087247343e-07,-4.1745542633423175e-07,-2.4494767815619677e-07,-1.1309194006715400e-07,-2.7822833875809985e-08,-1.9641875071734286e-06,-1.6488883127669675e-06,-1.3602554980603753e-06,-1.1296475110673220e-06,-9.0899298656862388e-07,-6.3483444146274642e-07,-4.6008673274706468e-07,-2.7679657050751646e-07,-1.5790380462835902e-07,4.9122974090196404e-09,ok,1,1.1401990462900358e-12,7.625011733125575e-13,7.880363028789361e-13,8.180123245438153e-13,8.610889778992714e-13,9.032774528350274e-13,9.64117674584486e-13,1.0220713164699191e-12,1.070254995738651e-12,1.099120794378905e-12,1.1401990462900358e-12
160,6.9013345858839048e-01,2.2117886125819379e+11,1.0690133458588389e+00,-1.7717723207333580e-06,-1.5077755565738268e-06,-1.2491205422330010e-06,-1.0010328315366712e-06,-7.6877827868045283e-07,-5.5750697975929301e-07,-3.7233631579470922e-07,-2.1847342325387369e-07,-1.0086882012875129e-07,-2.4815706795945642e-08,-1.7674002274246717e-06,-1.5508046127918198e-06,-1.1914803692233562e-06,-1.0317639808213702e-06,-7.6902253174739790e-07,-5.9196735355984892e-07,-3.0851015862616889e-07,-1.6583370737631905e-07,-1.0784657769571906e-07,5.3592178308575742e-09,ok,1,2.02082794942271e-12,1.8003376567321538e-12,1.8212098495951068e-12,1.8407497748285095e-12,1.8636203691357878e-12,1.88049575911009e-12,1.9171331189227203e-12,1.9546586571550506e-12,1.98552285723963e-12,1.999067578140057e-12,2.02082794942271e-12
161,-1.4468000294763568e+00,1.7696570739013419e+11,8.5531999705236439e-01,-2.2144323331803340e-06,-1.8844785555031559e-06,-1.5612011116730976e-06,-1.2511311091102285e-06,-9.6085002425828381e-07,-6.9679465442929073e-07,-4.6536090832023350e-07,-2.7305687459536170e-07,-1.2606990982364478e-07,-3.1015668806095002e-08,-2.1291770109768104e-06,-1.9206271632739561e-06,-1.4902269347572305e-06,-1.2904470125402345e-06,-8.8604034522862858e-07,-6.3595437273852803e-07,-4.6954723692686908e-07,-3.0573007750885117e-07,-1.4136676922189178e-07,-1.0639374067883839e-07,ok,1,2.793987263771669e-12,2.4427126987802694e-12,2.468691917556498e-12,2.495559314752427e-12,2.5344171206143074e-12,2.573719015686038e-12,2.632560835991171e-12,2.6894042548519792e-12,2.7340352204419105e-12,2.758460126983664e-12,2.793987263771669e-12
