#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.7434904617460773e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.5196538682711983e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.1675655977990975e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-9.8970423943179670e-07
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.5979401347035115e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.7572081017471214e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-2.8653256950882170e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.6560728233711773e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-5.9523898472032838e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-2.8880977490782813e-08
