#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.5615639597673962e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.3412405499131106e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.0583713908710216e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-8.6965330278656869e-07
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-6.8164524411752389e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-4.7667702652813221e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.2172925537580640e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.7814910603803260e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.0335911613530790e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-4.5918317565621669e-08
