#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.6881334214179563e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.2945646974327769e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.1202924211788256e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-8.7944287305313288e-07
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.5066937957429846e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.4113807655781995e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.2323687985259052e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.2759150860823266e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-7.1861011750827710e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-5.0346373367965839e-09
