#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.6180955080018504e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.4361244399365880e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.1846520090921965e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-8.9639910002718057e-07
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.5823996740210923e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.0825431873721794e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.2555955825468289e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.7528103095928437e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.3233213226248423e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-3.2072048442564484e-08
