#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.7975203362552149e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6231762836839211e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.2475226234079962e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0094864321474459e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.0273119749716031e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.6077411700835208e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.0758066345851278e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.4346183816039753e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.5687869438899407e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-6.5438377062686087e-08
