#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-2.0346468619902349e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6709457877150984e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.4254744307083344e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.1538211666787277e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.1978041170369809e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.1933301589751744e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.6632800160607995e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.1808386839534514e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.2385286493028382e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-2.7867701377725104e-08
