#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.7044276260344444e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.5545498922725113e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.1527063925707838e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0569624388525616e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.2906588588803353e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.3382044572231086e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.6243757371215782e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.4534518486632392e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.0558746429665199e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-2.5356566537402959e-08
