#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.7930385582858818e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.4315860786923659e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.2065449927536797e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-9.3921357035403154e-07
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-6.8213229070908890e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.1579765525783700e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.0014736490507653e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.5472647777304040e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-9.3398747979185476e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,3.5042308258686015e-09
