#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-2.3454666834807613e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.9815025486310187e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.6296254324838063e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.3462405540659721e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-1.0476207702370749e-06
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.6818391590971688e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.7673189507975535e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-3.6945907757787882e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.1113575685076517e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,4.8601261338588603e-08
