#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.8213533729040070e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.6101161571520459e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3403101654181620e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0790272111901573e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-9.2237607116901798e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-6.0209782476464848e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-4.5586421753958927e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.4661150255569661e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-7.6924659403379406e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-3.0118829603018632e-08
