#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.8160279418171857e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.5841178882321303e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.3527397983545690e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-9.9920013234709817e-07
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.9915566750752946e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.6714974268562633e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.5534609568917442e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.7891888306919490e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-6.6094999464634980e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-6.6122613056867941e-08
