#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.8050685518307812e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.5500261609984075e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.2564175615067313e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-9.6008926666804467e-07
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-8.1273791509149773e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.9603695281119879e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.7561259641498474e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-1.5247995882818721e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-6.3531250459735942e-08
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-9.3686164385924948e-10
