#,type,name,location_0,location_1,location_2,value
1,displacement_sensor,disp_y_tip,1.0,0.05,0.0,-1.8384490206350913e-06
2,displacement_sensor,disp_y_x0900,0.9,0.05,0.0,-1.5041044613457219e-06
3,displacement_sensor,disp_y_x0800,0.8,0.05,0.0,-1.2918045784774273e-06
4,displacement_sensor,disp_y_x0700,0.7,0.05,0.0,-1.0474623654294481e-06
5,displacement_sensor,disp_y_x0600,0.6,0.05,0.0,-7.6475111855062954e-07
6,displacement_sensor,disp_y_x0500,0.5,0.05,0.0,-5.9218940657818165e-07
7,displacement_sensor,disp_y_x0400,0.4,0.05,0.0,-3.8182113081511080e-07
8,displacement_sensor,disp_y_x0300,0.3,0.05,0.0,-2.7145794971685292e-07
9,displacement_sensor,disp_y_x0200,0.2,0.05,0.0,-1.2352724928787036e-07
10,displacement_sensor,disp_y_x0100,0.1,0.05,0.0,-1.7277600654697168e-08
